ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
0AC170,HK-4558,B190,Beech,1900D,Beech 1900D,0,Searca,SRC,UE156,1995
0AC9BD,HK-5351,AT46,ATR,42-600,ATR 42-600,0,EasyFly,EFY,1419,2020
0AC9DC,HK-5357,B734,Boeing,737-4K5(SF),Boeing 737-4K5(SF),0,AerCaribe,ACL,24130,1990
0AC9EE,HK-5367,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10487,2021
0AC9EF,HK-5366,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10482,2021
0AC9F0,HK-5365,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10459,2021
0AC9F2,HK-5368,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10409,2021
0ACA28,HK-5378,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10570,2021
0ACA2F,HK-5370,B733,Boeing,737-301(BDSF),Boeing 737-301(BDSF),0,AeroSucre,KRE,23260,1985
0ACA34,HK-5391,AT46,ATR,42-600,ATR 42-600,0,EasyFly,EFY,1214,2018
0ACA5D,HK-5388,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10693,2022
0ACA5E,HK-5390,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10691,2022
0ACA5F,HK-5389,A20N,Airbus,A320-251N,Airbus A320-251N,0,VivaColombia,VVC,10677,2021
0ACA63,HK-5385,B734,Boeing,737-48E(SF),Boeing 737-48E(SF),0,Líneas Aéreas Suramericanas,LAU,27632,1997
0ACA66,HK-5393,A320,Airbus,A320-214,Airbus A320-214,0,Ultra Air,ULS,2712,2006
0ACA67,HK-5394,A320,Airbus,A320-214,Airbus A320-214,0,Ultra Air,ULS,4438,2010
0ACA69,HK-5396,A320,Airbus,A320-214,Airbus A320-214,0,Carroll Air Service,ULS,4399,2010
0ACA78,FAC1219,B737,Boeing,737-732,Boeing 737-732,0,Colombian Air Force,,29633,2008
0ACA7A,HK-5402,A320,Airbus,A320-214,Airbus A320-214,0,Ultra Air,ULS,2930,2006
0ACA7D,HK-5354,AT46,ATR,42-600,ATR 42-600,0,EasyFly,EFY,1416,2019
0ACA80,HK-5399,AT76,ATR,72-600,ATR 72-600,0,SATENA,NSE,969,2011
