ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
407046,G-WYDN,EC45,Airbus Helicopters,H145,Airbus Helicopters H145,0,UK HEMS,HLE,20084,2016
40712B,G-SRBM,B350,Textron Aviation,B300 Super King Air 350,Textron Aviation B300 Super King Air 350,0,The Little Jet Company,LJC,FL-1072,2016
407152,G-DSAA,A169,Leonardo,AW169,Leonardo AW169,0,Specialist Aviation Services,PLC,69027,2016
4071AA,G-WENU,EC45,Airbus Helicopters,MBB-BK 117 D-2 (H145),Airbus Helicopters MBB-BK 117 D-2 (H145),0,Wales Air Ambulance,HLE,20112,2016
4071C7,G-ONEF,B744,Boeing,747 428ERF,Boeing 747 428ERF,0,One Air,HGO,32870,2004
407230,G-CLTN,GLID,Schempp-Hirth,Ventus 2C FES,Schempp-Hirth Ventus 2C FES,1,Private,,5,2017
4073FF,G-VNAM,O1,Cessna,O-1A Bird Dog,Cessna O-1A Bird Dog,0,O-1 Aviation Ltd,,21666,1951
40742E,G-CKOF,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Norse Atlantic Airways UK,UBT,38786,2017
4074D4,G-CKWD,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Norse Atlantic Airways UK,UBT,38789,2018
4075C1,G-CKWN,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Norse Atlantic Airways UK,UBT,63317,2018
4075C2,G-CKWP,B789,Boeing,787 9,Boeing 787 9,0,Norse Atlantic Airways UK,UBT,63318,2018
4075C3,G-CKWS,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Norse Atlantic Airways UK,UBT,63319,2019
4075C4,G-CKWT,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Norse Atlantic Airways UK,UBT,63320,2019
4076B0,G-TAWY,B738,Boeing,737-8K5,Boeing 737-8K5,0,TUI Airways,TOM,37246,2012
40775C,G-RUKA,B738,Boeing,737-8AS,Boeing 737-8AS,0,Ryanair UK,RUK,44687,2014
407812,G-KION,C525,Cessna,Citation CJ1,Cessna Citation CJ1,0,Naljets,APX,525-0292,
40784F,G-LUSO,PC12,Pilatus,PC-XII 47E,Pilatus PC-XII 47E,0,Raven Air,RVR,1880,2019
407886,G-RGAL,DA40,Diamond,DA40 Diamond Star,Diamond DA40 Diamond Star,0,Romeo Golf Aviation,,407886,2007
40789C,G-TESC,DA40,Diamond,DA-40D Diamond Star,Diamond DA-40D Diamond Star,1,Private,,D4.286,
4078F8,G-NHVV,EC75,Airbus Helicopters,EC175 B (H175),Airbus Helicopters EC175 B (H175),0,NHV Helicopters,NHZ,5002,2014
4078FE,G-DRTP,B738,Boeing,737-8AL,Boeing 737-8AL,0,Jet2.com,EXS,39067,2013
407906,G-JBVW,BL8,American Champion,8KCAB,American Champion 8KCAB,1,Private,,813-98,1998
407920,G-CLYD,VNTE,Schempp-Hirth,Ventus 3F,Schempp-Hirth Ventus 3F,1,Private,,085 FS,
40796A,G-TUML,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,TUI Airways,TOM,44614,2020
40796B,G-TUMM,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,TUI Airways,TOM,44654,2020
40796C,G-TUMN,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,TUI Airways,TOM,44655,2020
40797C,G-ZBLE,B78X,Boeing,787-10 Dreamliner,Boeing 787-10 Dreamliner,0,British Airways,BAW,60641,2021
4079B4,G-RIDC,B429,Bell,429 GlobalRanger,Bell 429 GlobalRanger,0,National Grid Electricity,,57398,2020
4079CC,G-VLIB,A35K,Airbus,A350-1041,Airbus A350-1041,0,Virgin Atlantic,VIR,507,2021
4079CD,G-VEVE,A35K,Airbus,A350-1041,Airbus A350-1041,0,Virgin Atlantic,VIR,492,2021
