ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
ACB0B6,N917AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67500,2023
ACB18A,N917JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145636,2002
ACB1F5,N917PD,B429,Bell,429 GlobalRanger,Bell 429 GlobalRanger,0,New York City Police Department,,57148,2013
ACB21B,N917QS,C68A,Cessna,680A Citation Latitude,Cessna 680A Citation Latitude,0,NetJets,EJA,680A0338,2023
ACB463,N918A,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,1,Private,,42000248,
ACB4D9,N918ET,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500728,
ACB541,N918JX,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,JSX,JSX,145598,2002
ACB5E6,N918RM,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9255,2023
ACB82E,N919AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11584,2023
ACB9FA,N919VE,CL60,Bombardier,Challenger 604,Bombardier Challenger 604,1,Private,,5525,2002
ACBBFB,N92BS,GLF4,Gulfstream Aerospace,G400,Gulfstream Aerospace G400,1,Private,,1502,2003
ACBC10,N92CN,GA6C,Gulfstream Aerospace,G600,Gulfstream G600,1,Private,,73092,2022
ACBC25,N92DJ,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500712,2022
ACBE28,N92ZZ,CL30,Bombardier,BD-100 Challenger 300,Bombardier BD-100 Challenger 300,0,Solairus Aviation,TWY,,
ACBE34,N920AK,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,44086,2021
ACBE3E,N920AV,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,11654,2023
ACBE4E,N920BL,GA5C,Gulfstream,G500,Gulfstream G500,1,Private,,72109,2022
ACBE63,N920CG,A20N,Airbus,A320-251N,Airbus A320-251N,0,Avianca,AVA,9250,2019
ACBF03,N920JS,FA50,Dassault,Falcon 50,Dassault Falcon 50,1,Private,,222,1991
ACBFD6,N920TC,H25B,Hawker,800XP,Hawker 800XP,0,Hendershot Aviation,,258291,1996
