ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AC01AE,N873CA,A333,Airbus,A330-343,Airbus A330-343,0,National Airlines,NCR,1348,2012
AC01FC,N873FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,40679,2021
AC029A,N873MM,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9532,2023
AC033E,N873UA,A319,Airbus,A319-132,Airbus A319-132,0,United Airlines,UAL,2004,2003
AC05B3,N874FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66263,2023
AC06BE,N874RW,E170,Embraer,E170SU,Embraer E170SU,0,Envoy Air,ENY,17000148,2006
AC096A,N875FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66264,2023
AC0A6C,N875RM,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70144,2023
AC0B96,N8752Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67206,2022
AC0BB9,N8753Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67205,2022
AC0BDE,N8754S,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67207,2022
AC0BFB,N8755L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67208,2022
AC0C24,N8756S,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67209,2022
AC0C41,N8757L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67210,2022
AC0C64,N8758L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67211,2022
AC0C8B,N8759Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67212,2022
AC0CDF,N876CN,GA6C,Gulfstream,G600,Gulfstream G600,0,YAM Worldwide,,73118,2023
AC0F03,N8760L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67213,2022
AC0F26,N8761L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67214,2022
AC0F4D,N8762Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67216,2022
AC0F6C,N8763L,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67215,2022
AC0F93,N8764Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67218,2022
AC0FB6,N8765Q,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67217,2022
AC0FDC,N8766T,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67520,2022
AC0FF9,N8767M,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Southwest Airlines,SWA,67521,2022
