ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AC633F,N898CA,A332,Airbus,A330-243,Airbus A330-243,0,National Airlines,NCR,1208,2011
AC638D,N898FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66265,2023
AC63A2,N898G,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,,2881470,2021
AC63A3,N898GA,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6589,2024
AC63E0,N898JM,GL7T,Bombardier,BD-700-1A10,Bombardier BD-700-1A10,0,GH4 Partners,,9519,2012
AC66FD,N899CH,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,1,Private,,9390,2010
AC6744,N899FD,B77L,Boeing,777-F,Boeing 777-F,0,Federal Express,FDX,66266,2025
AC6793,N899JH,C182,Cessna,182T Skylane,Cessna 182T Skylane,1,Private,,18283134,2021
AC68C9,N899WT,SR20,Cirrus,SR-20,Cirrus SR-20,0,Waypoint Aviation,,1801,2007
AC6AB8,N9CM,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1573,2024
AC6B85,N9LS,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,9164,2023
AC6BC5,N9PF,B737,Boeing,737-7HZ(WL) BBJ,Boeing 737-7HZ(WL) BBJ,1,Private,,37583,2009
AC6D0C,N90CG,G280,Gulfstream,G280,Gulfstream G280,1,Private,,2244,2022
AC6D13,N90CP,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6039,2012
AC6DB6,N90KB,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,8934,2022
AC6DC0,N90KM,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,1,Private,,525B-0124,2006
AC6DD4,N90LG,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20917,
AC6E51,N90RG,GLF4,Gulfstream,IV,Gulfstream IV,1,Private,,1410,2000
AC6E6C,N90SJ,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,1,Private,,525B-0183,2007
AC6E86,N90TK,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,115,1992
AC6EB7,N90VJ,LJ31,Learjet,31,Learjet 31,1,Private,,31-234,2002
AC6F30,N900AD,C56X,Cessna,560XL Citation XLS,Cessna 560XL Citation XLS,1,Private,,560-6320,2022
AC6F3C,N900AR,TBM,Socata,TBM-700,Socata TBM-700,1,Private,,32,1992
AC6F95,N900EE,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,80,
AC6FC3,N900GA,GLF6,Gulfstream Aerospace,G650ER,Gulfstream Aerospace G650ER,1,Private,,6500,2022
