ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A3E27F,N35AL,DA42,Diamond Aircraft,Twin Star DA42,Diamond Aircraft Twin Star DA42,1,Private,,42.147,2006
A3E2CB,N35DM,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4231,2011
A3E308,N35FY,B350,Beech,King Air 350i,Beech King Air 350i,1,Private,,FL-1215,2019
A3E408,N35SD,SR20,Cirrus,SR20,Cirrus SR20,1,Private,,9937,2024
A3E458,N35VJ,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,0,VeriJet,WSP,0416,2022
A3E585,N350HJ,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,Hop-A-Jet,HPJ,20504,2014
A3E926,N351GM,TBM9,Socata,TBM 960,Socata TBM 960,1,Private,,1566,
A3EC4B,N352AR,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9302,2008
A3EC70,N352CC,C560,Cessna,560 Citation 5,Cessna 560 Citation 5,1,Private,,560-0151,1991
A3EC8F,N352DJ,GLF4,Gulfstream Aerospace,IV,Gulfstream Aerospace IV,1,Private,,1352,1998
A3ECCA,N352FT,GLF4,Gulfstream,IV,Gulfstream IV,0,Solairus Aviation,TWY,1420,2000
A3ED57,N352MJ,C30J,Lockheed Martin,C-130J Hercules,Lockheed Martin C-130J Hercules,0,Air Mobility Command,RCH,,
A3ED5A,N352MM,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,5096,2021
A3EED9,N3522,PA30,Piper,PA-30 Twin Comanche,Piper PA-30 Twin Comanche,1,Private,,30-1787,1969
