ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A360B7,N3169J,BCS3,Airbus,A220-300,Airbus A220-300,0,JetBlue Airways,JBU,55267,2024
A360EA,N317AZ,B763,Boeing,767-323,Boeing 767-323,0,Air Transport International,ATN,25445,1992
A36130,N317DU,BCS3,Airbus,A220-300,Airbus A220-300,0,Delta Air Lines,DAL,55212,2023
A3619F,N317JE,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Jet Edge,EDG,5742,2007
A361AC,N317JT,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,8922,2022
A36279,N317SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000919,2022
A364B8,N318BX,C182,Cessna,182T Skylane,Cessna 182T Skylane,1,Private,,18281416,
A364C0,N318CE,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,0,Executive Jet Management,EJM,444,2018
A364D7,N318DC,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4229,2011
A364F3,N318EF,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,9267,2023
A364F4,N318EG,GLF5,Gulfstream Aerospace,5,Gulfstream 5,1,Private,,536,1997
A3652A,N318GL,C55B,Cessna,550B Citation Bravo,Cessna 550B Citation Bravo,1,Private,,550-1060,2003
A36588,N318LE,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73052,2021
A36594,N318LS,GLF6,Gulfstream Aerospace,G650 ER,Gulfstream Aerospace G650 ER,0,TAG Aviation Asia,TBJ,6204,2015
A36636,N318TD,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68114,2023
A36799,N3185J,BCS3,Airbus,A220-300,Airbus A220-300,0,JetBlue Airways,JBU,55268,2024
A36825,N3189J,BCS3,Airbus,A220-300,Airbus A220-300,0,JetBlue Airways,JBU,55274,2024
A3690D,N319JE,CL60,Canadair,Challenger 605,Canadair Challenger 605,0,Jet Edge,EDG,5845,2010
A369CC,N319RW,C56X,Cessna,560XL Citation Excel,Cessna 560XL Citation Excel,1,Private,,560-5279,2002
A369E2,N319ST,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,5114,2006
A369E7,N319SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000920,2022
A369EE,N319TE,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68099,2023
A36A3B,N319WG,G280,Gulfstream Aerospace,G280,Gulfstream Aerospace G280,1,Private,,2230,
A36CC4,N32JE,GLF4,Gulfstream Aerospace,IV,Gulfstream Aerospace IV,1,Private,,1460,2001
A36DDB,N32VJ,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,0,VeriJet,WSP,0371,2022
A36E3B,N32ZE,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5259,2009
A36E56,N320AF,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,PlaneSense,CNS,2320,2023
A36E62,N320AT,BE20,Beech,King Air 250,Beech King Air 250,1,Private,,BY-352,2019
A36EAE,N320DU,BCS3,Airbus,A220-300,Airbus A220-300,0,Delta Air Lines,DAL,55237,2023
A36F1D,N320JE,CL30,Bombardier,Challenger 300,Bombardier Challenger 300,0,Vista America,VJA,20155,2007
A36FF7,N320SY,E75L,Embraer,E175LR,Embraer E175LR,0,SkyWest Airlines,SKW,17000921,2022
A36FFE,N320TE,CL60,Bombardier,Challenger 601-3R,Bombardier Challenger 601-3R,1,Private,,5175,1995
A36FFF,N320TF,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68100,2023
