ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A3A160,N333EH,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5220,2008
A3A175,N333FD,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2207,2022
A3A18C,9M-GTR,GB1,Game Composites,GB1 GameBird,Game Composites GB1 GameBird,0,Layang Layang Flying Academy,,0059,2022
A3A1B0,N333HN,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73190,2025
A3A2B9,N333UC,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73156,2024
A3A3C2,N3333N,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2163,2022
A3A555,N334GV,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,GrandView Aviation,,50500442,2018
A3A5CE,N334MR,SR20,Cirrus,SR-20,Cirrus SR-20,1,Private,,8577,2022
A3A65F,N334TL,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68105,2023
A3A895,N335CA,P212,Tecnam,P-2012 Traveller,Tecnam P-2012 Traveller,0,Cape Air,KAP,035/US,2021
A3A89E,N335CK,B733,Boeing,737-3Y0,Boeing 737-3Y0,0,Kalitta Charters II,KII,26072,1992
A3A8E6,N335FG,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20974,2023
A3A8F5,N335FX,E545,Embraer,Praetor 500,Embraer Praetor 500,0,Flexjet,LXJ,55010119,2023
A3A9FB,N335SJ,LJ60,Learjet,60,Learjet 60,1,Private,,60-355,2008
A3AC55,N336CK,B733,Boeing,737-3Y0,Boeing 737-3Y0,0,Kalitta Charters II,KII,26070,1992
A3ACAC,N336FX,E545,Embraer,Praetor 500,Embraer Praetor 500,0,Flexjet,LXJ,55010118,2023
A3ACC3,N336GV,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,GrandView Aviation,,50500620,2021
A3AD37,N336ML,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,1,Private,,700-0099,2023
A3ADCE,N336TM,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,American Airlines,AAL,68107,2023
