ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4B10DD,HB-GKB,BE20,Beech,200 Super King Air,Beech 200 Super King Air,1,Private,,BY-302,
4B1339,HB-HHH,PC7,Pilatus,PC-7 Mk.II,Pilatus PC-7 Mk.II,0,Pilatus Flugzeugwerke,PCH,1000,2019
4B1520,HB-IAA,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,Nomad Aviation,,224,
4B15D8,HB-IHC,A359,Airbus,A350-941,Airbus A350-941,0,Edelweiss Air,EDW,079,2016
4B15DB,HB-IHF,A359,Airbus,A350-941,Airbus A350-941,0,Edelweiss Air,EDW,363,2019
4B1606,HB-IIW,GLF5,Gulfstream,G550,Gulfstream G550,0,Jet Aviation,PJS,5415,2013
4B180C,HB-JCU,BCS3,Airbus,A220-300,Airbus A220-300,0,Swiss,SWR,55110,2021
4B1815,HB-JDD,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,10944,2021
4B1816,HB-JDE,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,11084,2021
4B1817,HB-JDF,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,10735,2022
4B1818,HB-JDG,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,11911,2024
4B1819,HB-JDH,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,12338,2024
4B181A,HB-JDI,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,12379,2025
4B181B,HB-JDJ,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,12470,2025
4B181C,HB-JDK,A20N,Airbus,A320-271N,Airbus A320-271N,0,Swiss,SWR,12565,2025
4B1865,HB-JGF,GLEX,Bombardier,BD-700-1A10 Global Express,Bombardier BD-700-1A10 Global Express,0,Haute Aviation (Switzerland),,9043,
4B18A7,HB-JIT,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,Albinati Aeronautics,LUC,70076,
4B18C1,HB-JJT,C680,Cessna,680 Citation Sovereign,Cessna 680 Citation Sovereign,1,Private,,680-0114,
4B18D8,HB-JKQ,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Nomad Aviation,NUM,6539,2023
4B18D9,HB-JKR,CL35,Bombardier,BD-100-1A10 Challenger 350,Bombardier BD-100-1A10 Challenger 350,1,Private,,20763,
4B18E2,HB-JLA,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,0,MSC Aviation,,497,
4B18E5,HB-JLD,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,0,MSC Aviation,,504,
4B18E6,HB-JLE,CL35,Bombardier,Challenger 3500,Bombardier Challenger 3500,0,Scintilla,,21040,2024
4B18E9,HB-JLH,CL35,Bombardier,Challenger 3500,Bombardier Challenger 3500,0,Scintilla,,21069,2025
4B18EE,HB-JLM,CL35,Bombardier,Challenger 3500,Bombardier Challenger 3500,0,Air King Jet,,21042,2024
4B18F0,HB-JLO,GLF6,Gulfstream Aerospace,GVI (G650ER),Gulfstream Aerospace GVI (G650ER),0,Cat Aviation,CAZ,6521,
4B18F3,HB-JLR,A320,Airbus,A320-214,Airbus A320-214,0,Edelweiss Air,EDW,5037,2012
4B18F4,HB-JLS,A320,Airbus,A320-214,Airbus A320-214,0,Edelweiss Air,EDW,5069,2012
