ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4B820D,21-0118,A400,Airbus,A400M Atlas,Airbus A400M Atlas,0,Turkish Air Force,HVK,118,2021
4B82E8,68-01609,C130,Lockheed,C-130E Hercules,Lockheed C-130E Hercules,0,Turkish Air Force,HVK,4311,
4B8411,OR-N67N,BTB2,Baykar,Bayraktar TB2,Baykar Bayraktar TB2,0,Turkish Air Force,HVK,,
4B8414,OR-N70N,BTB2,Baykar,Bayraktar TB2,Baykar Bayraktar TB2,0,Turkish Air Force,HVK,,
4B8415,OR-N71N,BTB2,Baykar,Bayraktar TB2,Baykar Bayraktar TB2,0,Turkish Air Force,HVK,,
4B8461,TC-ACA,H25B,Raytheon,Hawker 800XP,Raytheon Hawker 800XP,1,Private,,258456,2000
4B8462,TC-ACB,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Swan Air,,6402,2019
4B846D,TC-ACM,B744,Boeing,747 428ERF,Boeing 747 428ERF,0,ACT Airlines,RUN,32867,2002
4B8472,TC-ACR,B744,Boeing,747 428ERF,Boeing 747 428ERF,0,ACT Airlines,RUN,32866,2002
4B8481,TC-ADA,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,229,
4B850C,TC-AHL,GLF4,Gulfstream,IV-SP,Gulfstream IV-SP,0,Bonair Business Charter,,1282,
4B8564,TC-AKD,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,180,2002
4B8582,TC-ALB,H25B,Raytheon,Hawker 800XPi,Raytheon Hawker 800XPi,1,Private,,258834,
4B8583,TC-ALC,GLF4,Gulfstream,G450,Gulfstream G450,1,Private,,4141,2008
4B8594,TC-ALT,H25B,Hawker,800XPi,Hawker 800XPi,1,Private,,258829,2007
4B8643,TC-ARC,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9308,2008
4B864B,TC-ARK,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20981,2023
4B8C41,TC-CBA,CL35,Bombardier,Challenger 3500,Bombardier Challenger 3500,1,Private,,21064,2025
4B8C99,TC-CDY,BE40,Hawker,Beechcraft 400XP,Hawker Beechcraft 400XP,0,Genel Havacilik,,RK-463,2006
4B8CFA,TC-CGZ,C68A,Cessna,680A Citation Latitude,Cessna 680A Citation Latitude,1,Private,,680A-0368,
4B8D64,TC-CKD,GLF4,Gulfstream,IVSP,Gulfstream IVSP,1,Private,,1468,
4B8F44,TC-CZD,GLF4,Gulfstream,G450,Gulfstream G450,0,Gozen Air Service,,4354,2016
