ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4BC848,TC-RBH,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10523,2021
4BC849,TC-RBI,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10834,2022
4BC84A,TC-RBJ,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10639,2022
4BC84B,TC-RBK,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10679,2022
4BC84C,TC-RBL,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10611,2022
4BC84D,TC-RBM,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10739,2022
4BC84E,TC-RBN,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10913,2022
4BC84F,TC-RBO,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10814,2022
4BC850,TC-RBP,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10962,2022
4BC852,TC-RBR,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11029,2022
4BC853,TC-RBS,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10953,2022
4BC854,TC-RBT,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10924,2022
4BC855,TC-RBU,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10917,2022
4BC856,TC-RBV,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10925,2022
4BC859,TC-RBY,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10976,2022
4BC85A,TC-RBZ,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10938,2022
4BC881,TC-RDA,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,10987,2022
4BC882,TC-RDB,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11100,2022
4BC883,TC-RDC,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11104,2023
4BC884,TC-RDD,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11166,2023
4BC885,TC-RDE,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11240,2023
4BC886,TC-RDF,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11225,2023
4BC887,TC-RDG,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11351,2023
4BC888,TC-RDH,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11373,2023
4BC889,TC-RDI,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11360,2023
4BC88A,TC-RDJ,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11496,2023
4BC890,TC-RDP,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Pegasus Airlines,PGT,11515,2023
4BCA61,TC-RSA,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Redstar Aviation,RHH,5857,2010
4BCA63,TC-RSC,LJ45,Learjet,45,Learjet 45,0,Redstar Aviation,RHH,45-432,2011
4BCA66,TC-RSF,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Redstar Aviation,RHH,5730,
4BCA67,TC-RSG,LJ45,Learjet,45,Learjet 45,0,Redstar Aviation,RHH,45-302,2023
4BCDA1,TC-SMA,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,63603,2021
4BCDA2,TC-SMB,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,63604,2021
4BCDA4,TC-SMD,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,63605,2021
4BCDA5,TC-SME,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,63607,2021
4BCDA6,TC-SMF,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,43300,2019
4BCDA9,TC-SMI,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,SunExpress,SXS,43566,2019
4BCE08,TC-SPH,B738,Boeing,737-82R,Boeing 737-82R,0,SunExpress,SXS,38177,2012
4BCE09,TC-SPI,B738,Boeing,737-82R,Boeing 737-82R,0,SunExpress,SXS,40720,2011
4BCE0A,TC-SPJ,B738,Boeing,737-82R,Boeing 737-82R,0,SunExpress,SXS,40725,2012
4BCE0B,TC-SPK,B738,Boeing,737-86N,Boeing 737-86N,0,SunExpress,SXS,35646,2014
4BCE0D,TC-SPM,B738,Boeing,737-8MA,Boeing 737-8MA,0,SunExpress,SXS,40945,2014
4BCE0E,TC-SPN,B738,Boeing,737-8KV,Boeing 737-8KV,0,SunExpress,SXS,60175,2018
4BCE0F,TC-SPO,B738,Boeing,737-8MA,Boeing 737-8MA,0,SunExpress,SXS,,
4BCE10,TC-SPP,B738,Boeing,737-8MA(WL),Boeing 737-8MA(WL),0,SunExpress,SXS,43662,2014
4BCE12,TC-SPR,B738,Boeing,737-8JP,Boeing 737-8JP,0,SunExpress,SXS,39444,2012
4BCE13,TC-SPS,B738,Boeing,737-82R,Boeing 737-82R,0,SunExpress,SXS,,
4BCE14,TC-SPT,B738,Boeing,737-8U3,Boeing 737-8U3,0,SunExpress,SXS,30144,2010
4BCE15,TC-SPU,B738,Boeing,737-8U3,Boeing 737-8U3,0,SunExpress,SXS,31763,2010
