ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
0C6001,9Y-TTJ,AT76,ATR,72-600,ATR 72-600,0,Caribbean Airlines,BWA,1540,2018
0C6059,9Y-TTG,AT76,ATR,72-600,ATR 72-600,0,Caribbean Airlines,BWA,1531,2018
0C605A,9Y-TTH,AT76,Aerospatiale ATR,72-600,Aerospatiale ATR 72-600,0,Caribbean Airlines,BWA,1534,2018
0C605C,9Y-GUY,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,43319,2021
0C605D,9Y-BAH,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,43345,2022
0C605E,9Y-CAL,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,43385,2021
0C605F,9Y-ANT,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,62892,2021
0C6060,9Y-BAR,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,62893,2021
0C6061,9Y-TTO,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,63811,2022
0C6062,9Y-JAM,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,62901,2022
0C6063,9Y-GRN,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Caribbean Airlines,BWA,62906,2022
