ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
0C40CA,HI1058,CRJ2,Canadair,CRJ-200ER,Canadair CRJ-200ER,0,Air Century,CEY,8047,2006
0C414F,HI1025,GLF4,Gulfstream Aerospace,G400,Gulfstream Aerospace G400,0,Helidosa Aviation,,1500,2002
0C4183,HI1027,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,60194,2022
0C4186,HI1082,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,44301,2019
0C4205,HI1052,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,Sky High,SHH,145256,2000
0C4303,HI1066,MD82,McDonnell Douglas,MD-82,McDonnell Douglas MD-82,1,Private,,49924,1990
0C4304,HI1069,MD82,McDonnell Douglas,MD-82,McDonnell Douglas MD-82,0,Red Air,REA,49566,1988
0C4352,HI1091,E190,Embraer,E190AR,Embraer E190AR,0,Sky High,SHH,19000105,2007
0C4354,HI1099,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,61814,2023
0C4355,HI1101,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,61815,2024
0C4356,HI1103,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,42825,2017
0C4357,HI1104,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Arajet,DWI,42833,2018
