ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A9C1FA,N728HG,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9488,2012
A9C330,N728VS,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1526,
A9C631,N729NK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,11908,2024
A9C6E7,N729VS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70028,2019
A9C8B5,N73AC,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1491,
A9C8B8,N73AF,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,1,Private,,9362,2009
A9CA9D,N73VR,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,,
A9CB09,N73ZZ,GLF5,Gulfstream,V,Gulfstream V,1,Private,,593,1999
A9CB1C,N730AS,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,AirShare,XSR,20948,1981
A9CB5A,N730DD,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,DPM Aviation,,9287,2008
A9CEC5,N731AC,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,CXK,2881495,2021
A9CFF8,N731NK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,11937,2024
