ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A9A372,N72Z,F2TH,Dassault,Falcon 2000EX,Dassault Falcon 2000EX,1,Private,,137,2007
A9A38E,N720AB,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,062,
A9A397,N720AL,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67810,2024
A9A3C5,N720CG,SR20,Cirrus,SR20,Cirrus SR20,1,Private,,9755,2023
A9A3DA,N720DC,C700,Cessna,Citation Longitude,Cessna Citation Longitude,1,Private,,700-0059,2021
A9A468,N720JV,GLF6,Gulfstream Aerospace,G650,Gulfstream Aerospace G650,1,Private,,6513,2023
A9A48B,N720LE,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6197,2016
A9A4C2,N720NK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,12048,2024
A9A573,N720VM,C700,Cessna,700 Citation Longitude,Cessna 700 Citation Longitude,0,Thrive,,700-0074,2022
A9A5A2,N720XJ,C750,Cessna,750 Citation 10,Cessna 750 Citation 10,0,XO,XOJ,750-0220,2003
A9A62A,N7202,C680,Cessna,Citation Sovereign+,Cessna Citation Sovereign+,0,Aero Charter,GLT,680-0501,2014
A9A867,N721MS,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9695,2015
A9A879,N721NK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,12009,2024
A9A891,N721PJ,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9929,2023
A9A8C2,N721RH,GLF5,Gulfstream,G550,Gulfstream G550,0,Solairus Aviation,TWY,5010,2003
A9AB05,N722AL,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,Alaska Airlines,ASA,67809,2024
A9AB0B,N722AS,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,AirShare,XSR,20908,2022
A9AB27,N722BV,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5388,2012
A9ABA0,N722GR,H25B,Hawker Beechcraft,900XP,Hawker Beechcraft 900XP,0,Northern Jet Management,NJM,HA-0008,2007
A9AEC2,N723AS,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,AirShare,XSR,20915,2022
A9AF4B,N723GD,GA7C,Gulfstream,G700,Gulfstream G700,0,Fertitta Enterprises,,87023,2024
A9AFB7,N723LM,M600,Piper,PA-46-M600,Piper PA-46-M600,1,Private,,4698209,2022
A9AFE7,N723NK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Spirit Airlines,NKS,12102,2024
