ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A92210,N688MP,C680,Cessna,Citation Sovereign,Cessna Citation Sovereign,1,Private,,680-0142,2007
A9247D,N68885,GLF6,Gulfstream Aerospace,G650ER,Gulfstream Aerospace G650ER,0,Solairus Aviation,TWY,6472,2021
A92481,N68889,GLEX,Bombardier,Global 6000,Bombardier Global 6000,0,Solairus Aviation,TWY,9568,2013
A924C2,N689BC,GL7T,Bombardier,BD-700-2A12 Global 7500,Bombardier BD-700-2A12 Global 7500,0,TAG Aviation Asia,TBJ,70197,2024
A924C6,N689BG,GLF5,Gulfstream,G500,Gulfstream G500,0,Solairus Aviation,TWY,5249,2009
A925BC,N689MC,E50P,Embraer,Phenom 100,Embraer Phenom 100,0,Haidar Aviation,,50000422,2020
A928B1,N69DJ,GLF6,Gulfstream,G650,Gulfstream G650,1,Private,,6083,2014
A928E2,N69FH,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,039,
A928E8,N69FP,GLF4,Gulfstream,IV,Gulfstream IV,1,Private,,1180,1991
A92923,N69HY,C25M,Cessna,Citation M2,Cessna Citation M2,1,Private,,525-1161,2023
A929F8,N69SL,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,272,
A92AD0,N690BA,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,1,Private,,6110,2017
A92AD3,N690BD,GLEX,Bombardier,Sentinel R1,Bombardier Sentinel R1,1,Private,,9107,
A92BB8,N690LH,P28A,Piper,PA-28-181 Archer TX,Piper PA-28-181 Archer TX,0,Christiansen Aviation LLC,,2881196,2019
A92C02,N690PG,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,2424,2021
