ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
00B015,ZS-YBF,E75S,Embraer,E175STD,Embraer E175STD,0,Airlink,LNK,17000345,
00B017,ZS-YBG,E170,Embraer,E175STD,Embraer E175STD,0,Airlink,LNK,17000346,2012
00B031,ZS-YZC,E190,Embraer,ERJ-190LR,Embraer ERJ-190LR,0,Airlink,LNK,19000679,2014
00B032,ZS-YZA,E190,Embraer,190-100LR,Embraer 190-100LR,0,Airlink,LNK,19000651,2013
00B035,ZS-YZB,E190,Embraer,ERJ-190-100LR,Embraer ERJ-190-100LR,0,Airlink,LNK,19000666,2014
00B089,ZS-SJG,B738,Boeing,737-8BG,Boeing 737-8BG,0,Safair,SFR,32353,2000
00B08A,ZS-SJH,B738,Boeing,737-8BG,Boeing 737-8BG,0,Safair,SFR,32354,2000
00B08B,ZS-SJI,B738,Boeing,737-86N,Boeing 737-86N,0,Safair,SFR,60689,2016
00B08C,ZS-SJJ,B738,Boeing,737-86N,Boeing 737-86N,0,Safair,SFR,5853,2016
00B08D,ZS-SJK,B738,Boeing,737-8BG,Boeing 737-8BG,0,Safair,SFR,32355,2001
00B091,ZS-SJO,B738,Boeing,737-8BG,Boeing 737-8BG,0,Safair,SFR,32357,2001
00B092,ZS-AKF,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,21023,
00B0BF,ZS-CME,CRJ2,Mitsubishi/Bombardier,CRJ-200LR,Mitsubishi/Bombardier CRJ-200LR,0,CemAir,KEM,7938,
00B22D,ZS-SZK,A320,Airbus,A320-232,Airbus A320-232,0,South African Airways,SAA,2958,2006
00B22E,ZS-SZL,A320,Airbus,320-232,Airbus 320-232,0,South African Airways,SAA,3192,2007
00B22F,ZS-SZM,A320,Airbus,A320-232,Airbus A320-232,0,South African Airways,SAA,5461,2013
00B230,ZS-SZN,A320,Airbus,A320-232,Airbus A320-232,0,South African Airways,SAA,4496,2010
00B300,YV3123,B350,Beechcraft,300 Super King Air,Beechcraft 300 Super King Air,1,Private,,FA-209,
00B360,ZS-TLF,LJ45,Learjet,45,Learjet 45,1,Private,,,2002
00B36A,ZS-TLP,B350,Beechcraft,Beech King Air 350i,Beechcraft Beech King Air 350i,1,Private,,FL-1222,
00B376,ZS-TMB,E120,Embraer,EMB-120ER Brasilia,Embraer EMB-120ER Brasilia,0,Sunrise Airways,KSZ,120347,1998
00B450,ZS-TUL,B350,Beech,King Air 360,Beech King Air 360,1,Private,,FL-1358,2025
00B5FB,ZS-ANA,C206,Cessna,U206G Stationair,Cessna U206G Stationair,1,Private,,U20606583,
00B7D4,ZS-VDB,B733,Boeing,737-31L,Boeing 737-31L,0,Star Air Cargo,BRH,27345,1994
00BF8A,ZS-YAZ,E190,Embraer,ERJ-190-100 IGW,Embraer ERJ-190-100 IGW,0,Airlink,LNK,19000321,2009
00BFC0,ZS-YDB,E190,Embraer,ERJ-195,Embraer ERJ-195,0,Airlink,LNK,,
