ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
C080D0,C-GWUH,DH8D,De Havilland Canada,DHC-8-Q402 Dash 8,De Havilland Canada DHC-8-Q402 Dash 8,1,Private,,4480,2014
C080D3,C-GWUK,DHC6,De Havilland Canada,DHC-6-300 Twin Otter,De Havilland Canada DHC-6-300 Twin Otter,0,Ashe Aircraft Enterprises,,815,1985
C080D9,C-GWUQ,BCS3,Airbus,A220-300,Airbus A220-300,0,Air Canada,ACA,55179,2022
C080DB,C-GWUS,BCS3,Airbus,A220-300,Airbus A220-300,0,Air Canada,ACA,55190,2022
C080DC,C-GWUT,BCS3,Airbus,A220-300,Airbus A220-300,0,Air Canada,ACA,55205,2022
C080DD,C-GWUU,B789,Boeing,787-9 Dreamliner,Boeing 787-9 Dreamliner,0,Air Canada,ACA,66991,2023
C08154,C-GWZJ,GLEX,Bombardier,BD-700-1A10 Global 6500,Bombardier BD-700-1A10 Global 6500,0,Bombardier,BFO,60074,2022
C081D2,C-GXEF,GL7T,Bombardier,BD-700-2A12 Global 7500,Bombardier BD-700-2A12 Global 7500,1,Private,,70135,2023
C08219,C-GXGY,DV20,Diamond,DA-20-C1,Diamond DA-20-C1,1,Private,,C0064,
C08223,C-GXHI,B763,Boeing,767-300F,Boeing 767-300F,0,Air Canada,ACA,67023,2021
C08227,C-GXHM,B763,Boeing,767-300F,Boeing 767-300F,0,Air Canada,ACA,67024,2022
C0823B,C-GXIG,CRJ9,Bombardier,CRJ-900ER (CL-600-2D24),Bombardier CRJ-900ER (CL-600-2D24),0,Avmax Group,,15059,2005
C08260,C-GXJR,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Swoop,WSW,42843,2019
C082C2,C-GXNL,DH8D,De Havilland Canada,DHC-8-400 Dash 8,De Havilland Canada DHC-8-400 Dash 8,0,PAL Airlines (Canada),PVL,4014,2000
C082CB,C-GXNU,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,,
C0831E,C-GXQZ,DV20,Diamond,DA-20-C1,Diamond DA-20-C1,0,Diamond Flight Centre London,,C0041,1998
C08341,C-GXSI,DV20,Diamond,DA20-C1,Diamond DA20-C1,1,Private,,C0062,1999
C083F2,C-GXZD,A333,Airbus,A330-343,Airbus A330-343,0,Air Canada,ACA,1517,2014
C0848D,C-GYFC,E170,Embraer,ERJ-175,Embraer ERJ-175,1,Private,,17000355,2012
C08492,C-GYFH,E275,Embraer,E175STD,Embraer E175STD,0,Flybe,BEE,17000358,2013
C08497,C-GYFM,A321,Airbus,A321-211,Airbus A321-211,0,Air Canada Rouge,ROU,5354,2012
C084A3,C-GYFY,A321,Airbus,A321-211,Airbus A321-211,0,Air Canada Rouge,ROU,5377,2012
C084B9,C-GYGU,A321,Airbus,A321-211,Airbus A321-211,0,Air Canada Rouge,ROU,5328,2012
C084EF,C-GYIW,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70150,
C08535,C-GYLO,T206,Cessna,T206H Turbo Stationair,Cessna T206H Turbo Stationair,1,Private,,T20608144,1999
C08536,C-GYLP,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Swoop,WSW,42844,2019
C0857C,C-GYOH,GLID,Schempp-Hirth,Discus 2B,Schempp-Hirth Discus 2B,1,Private,,124,
C08758,C-GZGP,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Skyservice Business Aviation,SYB,5903,2021
C0884E,C-GZQB,E295,Embraer,E195-E2,Embraer E195-E2,0,Porter Airlines,POE,19020101,2023
C0884F,C-GZQC,E295,Embraer,E195-E2,Embraer E195-E2,0,Porter Airlines,POE,19020102,2023
