ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
C04059,C-FYJO,B738,Boeing,737-8K5,Boeing 737-8K5,0,Sunwing Airlines,SWG,37255,2013
C0407C,C-FYKX,B738,Boeing,737-8K5(WL),Boeing 737-8K5(WL),0,Sunwing Airlines,SWG,35142,2008
C040BB,C-FYNI,R44,Robinson,R-44 Raven,Robinson R-44 Raven,1,Private,,2733,2023
C040E8,C-FYPB,B738,Boeing,737-8CT,Boeing 737-8CT,0,WestJet,WJA,40839,2015
C0412F,C-FYRU,B738,Boeing,737-8K5,Boeing 737-8K5,0,Sunwing Airlines,SWG,37263,2014
C04138,C-FYSD,B738,Boeing,737-8K5,Boeing 737-8K5,0,Sunwing Airlines,SWG,37265,2012
C04411,C-FZUE,C185,Cessna,A185E Skywagon,Cessna A185E Skywagon,1,Private,,18501864,1971
C04463,C-FZXI,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Sunwing Airlines,SWG,62883,2020
C045A7,C-GAJU,B752,Boeing,757-204(PCF),Boeing 757-204(PCF),0,Cargojet Airways,CJT,28836,1999
C04738,C-GAZF,B763,Boeing,767-338,Boeing 767-338,0,Cargojet Airways,CJT,25363,1994
C0473B,C-GAZI,B763,Boeing,767-338,Boeing 767-338,0,Cargojet Airways,CJT,25576,1994
C0475F,C-GBAS,E545,Embraer,Praetor 500,Embraer Praetor 500,0,Airsprint,ASP,55010075,2021
C0491E,C-GBRX,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,9149,2023
C0496C,C-GBUX,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,8715,2022
C049FF,C-GCAO,B350,Beech,King Air 360CER,Beech King Air 360CER,0,Carson Air,CRN,FM-113,2023
C04ADC,C-GCJB,B752,Boeing,757-2G5(PCF),Boeing 757-2G5(PCF),0,Cargojet Airways,CJT,30394,2000
C04AE5,C-GCJK,A320,Airbus,A320-214,Airbus A320-214,0,Jetlines,CJL,5995,2014
C04AE6,C-GCJL,A320,Airbus,A320-214,Airbus A320-214,0,Jetlines,CJL,4175,2010
C04AED,C-GCJS,B752,Boeing,757-2G5(PCF),Boeing 757-2G5(PCF),0,Cargojet Airways,CJT,29379,2000
C04AF3,C-GCJY,B752,Boeing,757-223(PCF)(WL),Boeing 757-223(PCF)(WL),0,Cargojet Airways,CJT,25697,1993
C04B5D,C-GCOA,RV7,Van's,RV-7A,Van's RV-7A,1,Private,,74829,2021
C04DC4,C-GDLR,DA40,Diamond,DA 40 NG Star,Diamond DA 40 NG Star,1,Private,,40.NC176,
C04DDC,C-GDMP,B738,Boeing,737NG 8CT/W,Boeing 737NG 8CT/W,0,WestJet,WJA,60131,2015
C04E31,C-GDPW,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,2387,2021
C04E63,C-GDRU,B350,Beech,King Air 350i,Beech King Air 350i,0,Carson Air,CRN,FL-1085,2017
C04E94,C-GDTR,GLEX,Bombardier,Global 6000,Bombardier Global 6000,0,Skyservice Business Aviation,SYB,9850,2018
