ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A89075,N651AD,SF50,Cirrus,G2 Vision Jet,Cirrus G2 Vision Jet,1,Private,,0153,2019
A890A4,N651CA,P212,Tecnam,P-2012 Traveller,Tecnam P-2012 Traveller,0,Cape Air,KAP,039/US,2021
A890C1,N651DE,GLF6,Gulfstream,G650,Gulfstream G650,1,Private,,6029,2013
A890FE,N651FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,11950,2024
A891FA,N651RT,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,1,Private,,0465,2023
A89621,N652WE,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6483,2021
A898AB,N653JD,GA6C,Gulfstream Aerospace,G600,Gulfstream Aerospace G600,1,Private,,73153,2024
A89BE8,N654DG,GLF6,Gulfstream Aerospace,G650,Gulfstream Aerospace G650,1,Private,,6447,2020
A89BF3,N654DT,SLG4,Sling Aircraft,4 TSi,Sling 4 TSi,1,Private,,429SK,
A89C29,N654FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6213,2016
A89FDA,N655FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,12176,2024
A89FE0,N655FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6144,2015
