ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A86041,N639MC,A139,AgustaWestland,AW.139,AgustaWestland AW.139,0,Chevron U.S.A,CVR,41288,2012
A86085,N639PW,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9172,2023
A86407,N64MT,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,1,Private,,9391,2009
A86516,N64YP,E50P,Embraer,Phenom 100,Embraer Phenom 100,1,Private,,50000171,2010
A865B7,N640EZ,DA40,Diamond,DA40 NG,Diamond DA40 NG,1,Private,,40.NC187,2022
A865C8,N640FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,11973,2024
A8665F,N640MS,F2TH,Dassault,Falcon 2000EX,Dassault Falcon 2000EX,1,Private,,31,2004
A8690A,N641AY,B763,Boeing,767-332,Boeing 767-332,0,Air Transport International,ATN,30595,2000
A86920,N641BW,GA6C,Gulfstream Aerospace,G600,Gulfstream G600,1,Private,,73079,2022
A8695B,N641EE,E550,Embraer,Praetor 600,Embraer Praetor 600,1,Private,,55020141,
A8697F,N641FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,11887,2024
A8699C,N641GV,GLF5,Gulfstream,V,Gulfstream V,1,Private,,641,
A86D36,N642FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,11888,2024
