ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A8E002,N671FX,GLF6,Gulfstream,G650,Gulfstream G650,0,Flexjet,LXJ,6063,2013
A8E096,N671MV,S22T,Cirrus,SR22T G3 Turbo,Cirrus SR22T G3 Turbo,1,Private,,0343,2012
A8E13F,N671UP,BE40,Hawker Beechcraft,400XP,Hawker Beechcraft 400XP,0,Delta Private Jets,DPJ,RK-415,2005
A8E177,N671WV,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,WRBC Transportation,,6242,2016
A8E3CD,N672GS,GLF6,Gulfstream Aerospace,G650ER,Gulfstream Aerospace G650ER,1,Private,,6572,2024
A8E770,N673FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6274,2017
A8E78E,N673HB,F900,Dassault,Falcon 900EX,Dassault Falcon 900EX,0,Solairus Aviation,TWY,153,2005
A8E7C6,N673KH,GA7C,Gulfstream,G700,Gulfstream G700,1,Private,,87018,2024
A8E7F3,N673MC,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73103,2022
A8E9FD,N67350,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67627,2024
A8EC3E,N674TA,C208,Cessna,208B Grand Caravan EX,Cessna 208B Grand Caravan EX,1,Private,,208B5674,2022
A8EC94,N674WM,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,300,
