ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A8B296,N66HG,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,10004,2024
A8B29F,N66HR,SF50,Cirrus,SF-50 Vision,Cirrus SF-50 Vision,1,Private,,0316,2021
A8B371,N66SA,R66,Robinson,R66,Robinson R66,1,Private,,1364,
A8B49A,N660DX,GA6C,Gulfstream,G600,Gulfstream G600,0,Wheels Up,GAJ,73063,2021
A8B4C6,N660FR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Frontier Airlines,FFT,12224,2025
A8B4CC,N660FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6249,2016
A8B883,N661FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6318,2018
A8B964,N661QX,E75L,Embraer,E175LR,Embraer E175LR,0,Horizon Air,QXE,17000955,2023
A8BC3A,N662FX,GLF6,Gulfstream Aerospace,G650,Gulfstream Aerospace G650,0,Flexjet,LXJ,A8BC3A,2015
A8BC7B,N662JM,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500685,2022
A8BF91,N663CA,B744,Boeing,747-4HAF(ER),Boeing 747-4HAF(ER),0,National Airlines,NCR,35237,2008
A8BFF1,N663FX,GLF6,Gulfstream,G650ER,Gulfstream G650ER,0,Flexjet,LXJ,6055,2013
