Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
FMBI,Betainomby Airport,FMBI,,Betainomby,MG,-18.195801,49.348526,40
FMCH,Prince Said Ibrahim International Airport,FMCH,HAH,Moroni,KM,-11.533700,43.271900,93
FMCN,Iconi Airport,FMCN,YVA,Moroni,KM,-11.710800,43.243900,33
FMCV,Ouani Airport,FMCV,AJN,Ouani,KM,-12.131700,44.430302,62
FMCZ,Dzaoudzi Pamandzi International Airport,FMCZ,DZA,Dzaoudzi,YT,-12.804700,45.281101,23
FMEE,Roland Garros Airport,FMEE,RUN,St Denis,RE,-20.887100,55.510300,66
FMEP,Pierrefonds Airport,FMEP,ZSE,St Pierre,RE,-21.320900,55.424999,59
FMMC,Malaimbandy Airport,FMMC,WML,Malaimbandy,MG,-20.355390,45.543373,597
FMME,Antsirabe Airport,FMME,ATJ,Antsirabe,MG,-19.839221,47.063713,4997
FMMG,Antsalova Airport,FMMG,WAQ,Antsalova,MG,-18.701273,44.614921,551
FMMH,Mahanoro Airport,FMMH,VVB,Mahanoro,MG,-19.833000,48.799999,16
FMMI,Ivato Airport,FMMI,TNR,Antananarivo,MG,-18.796900,47.478802,4198
FMMJ,Ambohijanahary Airport,FMMJ,,Ambohijanahary,MG,-17.464479,48.326712,2496
FMMK,Ankavandra Airport,FMMK,JVA,Ankavandra,MG,-18.805010,45.273467,427
FMML,Belo sur Tsiribihina Airport,FMML,BMD,Belo sur Tsiribihina,MG,-19.686701,44.541901,154
FMMO,Maintirano Airport,FMMO,MXT,Maintirano,MG,-18.049999,44.033001,95
FMMP,Amparafaravola Airport,FMMP,,Amparafaravola,MG,-17.654573,48.214445,2576
FMMQ,Atsinanana Airport,FMMQ,ILK,Ilaka,MG,-19.583000,48.803001,33
FMMR,Morafenobe Airport,FMMR,TVA,Morafenobe,MG,-17.850083,44.920467,748
FMMS,Sainte-Marie Airport,FMMS,SMS,Île Sainte-Marie,MG,-17.096000,49.816161,7
FMMT,Toamasina Airport,FMMT,TMM,Toamasina (Tamatave),MG,-18.109517,49.392536,23
FMMU,Tambohorano Airport,FMMU,WTA,Tambohorano,MG,-17.476101,43.972801,23
FMMV,Morondava Airport,FMMV,MOQ,"Morondava, Madagascar",MG,-20.284750,44.317614,30
FMMX,Tsiroanomandidy Airport,FMMX,WTS,Tsiroanomandidy,MG,-18.759677,46.054065,2776
FMMY,Vatomandry Airport,FMMY,VAT,Vatomandry,MG,-19.383333,48.950000,39
FMMZ,Ambatondrazaka Airport,FMMZ,WAM,Ambatondrazaka,MG,-17.795378,48.442583,2513
FMNA,Arrachart Airport,FMNA,DIE,Antsiranana,MG,-12.349400,49.291747,374
FMNC,Mananara Nord Airport,FMNC,WMR,Mananara Nord,MG,-16.163900,49.773800,9
FMNF,Avaratra Airport,FMNF,WBD,Befandriana,MG,-15.200000,48.483002,820
FMNG,Port Bergé Airport,FMNG,WPB,Port Bergé,MG,-15.584286,47.623587,213
FMNJ,Ambanja Airport,FMNJ,IVA,Ambanja,MG,-13.645705,48.459427,36
FMNM,Amborovy Airport,FMNM,MJN,Mahajanga,MG,-15.666944,46.351667,27
FMNN,Fascene Airport,FMNN,NOS,Nosy Be,MG,-13.312100,48.314800,36
FMNO,Soalala Airport,FMNO,DWB,Soalala,MG,-16.101690,45.358837,141
FMNR,Maroantsetra Airport,FMNR,WMN,"Maroantsetra, Madagascar",MG,-15.436666,49.688332,13
FMNS,Ambodisatrana/Sambava Sud,FMNS,SVB,"Sambava, Madagascar",MG,-14.280628,50.175861,20
FMNT,Tsaratanana Airport,FMNT,TTS,Tsaratanana,MG,-16.751064,47.619016,1073
FMNW,Ambalabe Airport,FMNW,WAI,Antsohihy,MG,-14.898800,47.993900,92
FMNX,Mandritsara Airport,FMNX,WMA,Mandritsara,MG,-15.833049,48.833284,1007
FMSA,Ambalavao Airport,FMSA,,Ambalavao,MG,-21.814891,46.914024,3189
FMSB,Antsoa Airport,FMSB,WBO,Beroroha,MG,-21.606984,45.136020,820
FMSC,Mandabe Airport,FMSC,WMD,Mandabe,MG,-21.046305,44.940412,951
FMSD,Tôlanaro Airport,FMSD,FTU,Tôlanaro,MG,-25.038099,46.956100,29
FMSE,Betroka Airport,FMSE,,Betroka,MG,-23.274308,46.124983,2841
FMSI,Ihosy Airport,FMSI,IHO,Ihosy,MG,-22.404720,46.164937,2500
FMSJ,Manja Airport,FMSJ,MJA,Manja,MG,-21.426105,44.316509,787
FMSL,Bekily Airport,FMSL,OVA,Bekily,MG,-24.235695,45.304527,1270
FMSN,Samangoky Airport,FMSN,TDV,Tanandava,MG,-21.700001,43.733002,89
FMST,Toliara Airport,FMST,TLE,"Toliara (Tuléar), Madagascar",MG,-23.383369,43.728453,29
FMSU,Vangaindrano Airport,FMSU,VND,Vangaindrano,MG,-23.350767,47.581701,45
FMSV,Betioky Airport,FMSV,BKU,Betioky,MG,-23.733000,44.389000,919
FMSY,Ampanihy Airport,FMSY,AMP,Ampanihy,MG,-24.699699,44.734200,771
FMSZ,Ankazoabo Airport,FMSZ,WAK,Ankazoabo,MG,-22.296442,44.531536,1411
