Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
FPPR,Príncipe Airport,FPPR,PCP,Príncipe Island,ST,1.646111,7.411667,591
FPST,São Tomé International Airport,FPST,TMS,São Tomé,ST,0.378175,6.712150,33
