ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A7B074,N595EX,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,0,Jet Edge,EDG,5179,2007
A7B099,N595GJ,CL60,Bombardier,Challenger 650,Bombardier Challenger 650,0,Sky Quest,,6126,2018
A7B40E,N596DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,12595,2025
A7B53A,N596RT,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,8541,2022
A7B7BF,N597DM,C172,Cessna,172 Skyhawk,Cessna 172 Skyhawk,1,Private,,17268041,1976
A7BD19,N598WF,TBM7,Socata,TBM-700A,Socata TBM-700A,1,Private,,1442,
A7BEF4,N599BE,B735,Boeing,737-505,Boeing 737-505,1,Private,,24274,1991
A7BF0D,N599CE,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9515,
A7BF69,N599FX,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,0,Flexjet,LXJ,20802,2019
A7BF8C,N599HG,GLF5,Gulfstream,V,Gulfstream V,1,Private,,599,2000
