ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A70007,N550GF,GLF5,Gulfstream,G550,Gulfstream G550,0,Executive Jet Management,EJM,5284,2010
A70092,N550MV,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5360,2009
A70126,N550TT,C55B,Cessna,550 Citation Bravo,Cessna 550 Citation Bravo,1,Private,,550-1130,2006
A701BB,N550ZS,C550,Cessna,550 Citation 2,Cessna 550 Citation 2,1,Private,,550-0279,1980
A7037F,N551DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,11523,2024
A703AF,N551FR,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5040,2004
A70876,N552SN,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,0,Executive Jet Management,EJM,5625,2020
A708BF,N552VL,A20N,Airbus,A320-271N,Airbus A320-271N,0,Volaris,VOI,12181,2024
A70AED,N553DT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Delta Air Lines,DAL,12122,2025
A70C09,N553RB,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5056,2004
A70C2D,N553SN,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,5575,2018
A70E4E,N554AG,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9492,2012
A70EDA,N554FX,CL30,Bombardier,Challenger 300,Bombardier Challenger 300,0,Flexjet,LXJ,20071,2005
A70EEB,N554GP,GL5T,Bombardier,Global 5500,Bombardier Global 5500,1,Private,,60109,2023
