ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3CE067,D-CMHB,D328,Dornier,328-110,Dornier 328-110,0,MHS Aviation GmbH,MHV,3110,1998
3CE06D,D-CMHH,PC24,Pilatus,PC-24,Pilatus PC-24,0,International Jet Management,IJM,226,
3CE0F7,D-CMMP,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Pad Aviation Service,PVD,50500360,2016
3CE18F,D-CMSL,PC24,Pilatus,PC-24,Pilatus PC-24,0,Volkswagen AirService,BTX,266,2022
3CE1B0,D-CMTS,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C0197,2015
3CE39A,D-CNMO,PC24,Pilatus,PC-24,Pilatus PC-24,0,Platoon Aviation,PTN,218,2021
3CE3D6,D-CNOW,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,0,ProAir Aviation,PAV,50500611,2021
3CE53A,D-COCO,C25C,Cessna,525C CitationJet CJ4,Cessna 525C CitationJet CJ4,0,ProAir Aviation,PAV,525C-0208,2016
3CE594,D-COGA,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,0,OHL Air Charterflug,ECA,525B-0198,
3CE5D5,D-COIN,PC24,Pilatus,PC-24,Pilatus PC-24,0,Platoon Aviation,PTN,515,2024
3CE600,D-COKE,LJ35,Gates,Learjet 35 A,Gates Learjet 35 A,0,Atlas Air Service,ATL,35A-447,1975
3CE630,D-COMA,LJ45,Learjet,45,Learjet 45,0,Unicair,UNI,45-059,
3CE686,D-COPI,PC24,Pilatus,PC-24,Pilatus PC-24,0,Platoon Aviation,PTN,306,2023
3CE690,D-COPS,PC24,Pilatus,PC-24,Pilatus PC-24,0,Platoon Aviation,PTN,511,2022
3CE6C3,D-CORR,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,,
3CE71A,D-COVA,C25C,Cessna,525C CitationJet CJ4,Cessna 525C CitationJet CJ4,1,Private,,,
3CE79A,D-COZY,E55P,Embraer,Phenom 300 E,Embraer Phenom 300 E,0,Pad Aviation Service,PVD,50500469,2018
3CE7A9,D-CPAN,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,249,
3CE7B1,D-CPAV,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,0,ProAir Aviation,PAV,50500746,2023
3CE8C7,D-CPLN,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6003,
3CE997,D-CPTN,PC24,Pilatus,PC-24,Pilatus PC-24,0,Platoon Aviation,PTN,303,
3CEA71,D-CQBX,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,0,Atlas Air Service,ATL,560-6266,2019
3CEDB8,D-CRIE,C56X,Cessna,560XLS Citation Excel+,Cessna 560XLS Citation Excel+,0,Luminair,,560-5769,
3CEEE1,D-CRTP,C56X,Cessna,560XL Citation XLS Plus,Cessna 560XL Citation XLS Plus,0,VistaJet Germany,VJH,560-6327,
3CEF03,D-CRUX,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,0,Pad Aviation Service,PVD,50500876,2025
3CEFCD,D-CSCR,PC24,Pilatus,PC-24,Pilatus PC-24,0,Silver Cloud Air,SCR,333,2023
