ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3CD061,D-CGFH,LJ35,Gates,Learjet 35 A,Gates Learjet 35 A,0,GFD,GFD,35A-607,1985
3CD067,D-CGFN,LJ35,Gates,Learjet 35 A,Gates Learjet 35 A,0,GFD,GFD,35A-654,1990
3CD069,D-CGFP,LJ35,Gates,Learjet 35 A,Gates Learjet 35 A,0,GFD,GFD,35A-674,1993
3CD06B,D-CGFR,LJ35,Learjet,35A,Learjet 35A,0,Gesellschaft Fur Flugzieldarstellung,GFD,35A-671,
3CD28F,D-CHAT,C25B,Cessna,525B Citation CJ3+,Cessna 525B Citation CJ3+,0,E-Aviation,EFD,525B-0640,2021
3CD2E5,D-CHEB,BE20,Beech,B200GT King Air,Beech B200GT King Air,0,Polizei,,,
3CD369,D-CHJD,E55P,Embraer,EMB-505 Phenom 300,Embraer EMB-505 Phenom 300,1,Private,,50500661,
3CD3C6,D-CHMS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Platoon Aviation,PTN,50500324,2015
3CD568,D-CICU,LJ45,Learjet,45,Learjet 45,0,Unicair,UNI,45-181,2001
3CD636,D-CIKS,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,0,ProAir Aviation,PAV,50500626,
3CD726,D-CITY,LJ35,Gates,Learjet 35A,Gates Learjet 35A,0,Air Alliance Express GmbH,AYY,35A-177,1978
3CD90D,D-CJMR,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C-0360,
3CD90E,D-CJMS,PC24,Pilatus,PC-24,Pilatus PC-24,0,Volkswagen AirService,BTX,261,
3CDD24,D-CLAY,D328,Dornier,Do 328 110,Dornier Do 328 110,0,Private Wings Flugcharter,PWF,3117,1999
3CDD32,D-CLBM,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Liebherr-Aviation,LHB,50500173,2013
3CDDC4,D-CLHC,C56X,Cessna,560XL Citation XLS+,Cessna 560XL Citation XLS+,1,Private,,560-6206,
3CDDE1,D-CLIF,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Spree Flug,SFG,50500456,2018
3CDDE6,D-CLIK,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C-0355,
3CDF15,D-CLUB,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Pad Aviation Service,PVD,50500647,
