ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
399064,F-HEDE,TB21,Socata,TB-21,Socata TB-21,1,Private,,500,
39912E,F-HEJO,C510,Cessna,Citation Mustang,Cessna Citation Mustang,0,Oyonnair,OYO,510-0478,2017
399198,F-HEMY,AT75,ATR,72-500,ATR 72-500,0,Air65 Aviation,,0630,2000
399260,F-HETA,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,1,Private,,50500899,2025
399264,F-HETE,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,2056,2024
399599,F-HFMZ,PIVI,Pipistrel,Virus SW 121,Pipistrel Virus SW 121,1,Private,,VSW1210060,
3995CE,F-HFOO,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,1,Private,,42000136,2018
39966B,F-HFTL,A332,Airbus,A330-202,Airbus A330-202,0,FTL Airlines,,871,2007
399678,F-HFTY,M600,Piper,PA-46-M600,Piper PA-46-M600,1,Private,,4698226,2022
39984F,F-HGCP,PC24,Pilatus,PC-24,Pilatus PC-24,0,Flying Group Luxembourg,FYL,167,
399925,F-HGJF,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2150,
399A28,F-HGRI,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,0,VallJet,VLJ,525-0851,2014
399C20,F-HHBA,PA32,Piper,PA-32 301T Turbo Saratoga,Piper PA-32 301T Turbo Saratoga,1,Private,,32-8124010,
399C42,F-HHCC,PA46,Piper,PA-46-310P,Piper PA-46-310P,1,Private,,46-8608030,1986
399D2C,F-HHJM,A139,Leonardo,AW-139,Leonardo AW-139,1,Private,,31239,2009
399E86,F-HHUG,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,1993,2021
