ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3980C4,F-HAGE,TB20,Socata,TB-20 Trinidad,Socata TB-20 Trinidad,1,Private,,1926,2000
3980E5,F-HAHF,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1409,
398123,F-HAJD,C525,Cessna,Citation CJ1,Cessna Citation CJ1,0,VallJet,VLJ,525-0523,2003
39812F,F-HAJP,A35K,Airbus,A350-1041,Airbus A350-1041,0,Air Caraibes Atlantique,CAJ,600,2022
398175,F-HALV,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,525-0862,
398274,F-HATU,R44,Robinson,R44 Raven II,Robinson R44 Raven II,1,Private,,14354,
39840D,F-HBAN,E35L,Embraer,EMB-135BJ Legacy 650,Embraer EMB-135BJ Legacy 650,0,Thalair,,14501141,2011
398438,F-HBBY,SIRA,Tecnam,P-Mentor,Tecnam P-Mentor,0,Aéroclub de Boulogne-Billancourt,,1043,
39844C,F-HBCM,AT75,ATR,72-500,ATR 72-500,0,Chalair Aviation,CLG,0723,2005
398508,TC-FHC,A320,Airbus,A320-214,Airbus A320-214,0,Aigle Azur,AAF,3852,2009
398571,F-HBLR,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000322,2009
398572,F-HBLS,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000326,2009
398575,F-HBLV,E190,Embraer,ERJ-190,Embraer ERJ-190,0,Air France,HOP,19000689,2015
398577,F-HBLX,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000665,2014
398578,F-HBLY,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000519,2012
398579,F-HBLZ,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000522,2012
398600,F-HBQA,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000654,2013
398601,F-HBQB,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000655,2013
398602,F-HBQC,E190,Embraer,E190STD,Embraer E190STD,0,Hop!,HOP,19000658,2014
398613,F-HBQT,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,1,Private,,505,2023
398620,F-HBRA,EC45,Eurocopter,H145,Eurocopter H145,0,SAF Helicopteres,SHP,21020,
398667,F-HBTH,NG5,BRM Aero,Bristell B23,BRM Aero Bristell B23,1,Private,,004/2021,
398890,F-HCEQ,HDJT,Honda,HA-420 HondaJet,Honda HA-420 HondaJet,0,EATIS,SRK,42000090,
398A75,F-HCTV,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,AstonJet,ASJ,46,2008
398C97,F-HDEX,F2TH,Dassault,Falcon 2000LXS,Dassault Falcon 2000LXS,1,Private,,408,
398E20,F-HDRA,A319,Airbus,A319-111,Airbus A319-111,0,Amelia,AIA,2279,2004
398E24,F-HDRE,A320,Arbus,A320-214,Arbus A320-214,0,Amelia,AIA,2743,2006
398E25,F-HDRF,A320,Airbus,A320-214,Airbus A320-214,0,Amelia,AIA,02899,2006
398E26,F-HDRG,A320,Airbus,A320-214,Airbus A320-214,0,Amelia,AIA,02950,2006
398E49,F-HDSJ,A319,Airbus,A319-112,Airbus A319-112,0,Amelia International,AEH,3727,2008
398E51,F-HDSR,DA40,Diamond,DA-40 Diamond Star,Diamond DA-40 Diamond Star,1,Private,,D4.317,2007
