ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
39D0F4,F-HUHU,G2CA,Guimbal,G-2 Cabri,Guimbal G-2 Cabri,1,Private,,1302,
39D16B,F-HULL,DA42,Diamond,DA-42 Twin Star,Diamond DA-42 Twin Star,1,Private,,42N478,
39D1AA,F-HUNK,P180,Piaggio,P.180 Avanti,Piaggio P.180 Avanti,0,Oyonnair,OYO,1178,2008
39D2A0,F-HUVA,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,603,2023
39D2A1,F-HUVB,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,612,2023
39D2A2,F-HUVC,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,616,2023
39D2A3,F-HUVD,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,627,2023
39D2A4,F-HUVE,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,633,2023
39D2A5,F-HUVF,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,640,2023
39D2A6,F-HUVG,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,643,2023
39D2A7,F-HUVH,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,650,2024
39D2A8,F-HUVI,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,658,2024
39D2A9,F-HUVJ,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,660,2024
39D2AA,F-HUVK,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,664,2024
39D2AB,F-HUVL,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,666,2024
39D2AC,F-HUVM,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,668,2024
39D2AD,F-HUVN,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,671,2024
39D2AE,F-HUVO,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,674,2024
39D2AF,F-HUVP,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,711,2025
39D2B0,F-HUVQ,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,714,2025
39D2B1,F-HUVR,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,726,2025
39D2B2,F-HUVS,A359,Airbus,A350-941,Airbus A350-941,0,Air France,AFR,739,2025
39D300,F-HUYA,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia France,TVF,42271,2016
39D301,F-HUYB,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia,TRA,42274,2017
39D302,F-HUYC,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia France,TVF,42086,2017
39D303,F-HUYD,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia,TRA,42087,2017
39D304,F-HUYE,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia,TRA,42278,2017
39D305,F-HUYF,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia,TRA,38881,2013
39D306,F-HUYG,B738,Boeing,737-8JP,Boeing 737-8JP,0,Transavia France,TVF,40544,2013
39D307,F-HUYH,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia France,TVF,38038,2013
39D308,F-HUYI,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia France,TVF,38039,2013
39D309,F-HUYJ,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia France,TVF,41266,2014
39D30A,F-HUYK,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia,TRA,38034,2012
39D30B,F-HUYL,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia,TRA,38037,2013
39D30C,F-HUYM,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia,TRA,39397,2012
39D30D,F-HUYN,B738,Boeing,737-82R,Boeing 737-82R,0,Transavia France,TVF,40012,2014
39D30E,F-HUYO,B738,Boeing,737-82R,Boeing 737-82R,0,Transavia France,TVF,40013,2015
39D30F,F-HUYP,B738,Boeing,737-8GP,Boeing 737-8GP,0,Transavia France,TVF,39814,2014
39D310,F-HUYQ,B738,Boeing,737-8GP,Boeing 737-8GP,0,Transavia France,TVF,39874,2015
39D311,F-HUYR,B738,Boeing,737-8K5,Boeing 737-8K5,0,Transavia France,TVF,35137,2007
39D312,F-HUYS,B738,Boeing,737-8K5,Boeing 737-8K5,0,Transavia France,TVF,37248,2011
39D313,F-HUYT,B738,Boeing,737-8K5,Boeing 737-8K5,0,Transavia France,TVF,37252,2011
39D314,F-HUYU,B738,Boeing,737-86N,Boeing 737-86N,0,Transavia,TRA,38014,2011
39D315,F-HUYV,B738,Boeing,737-8K5,Boeing 737-8K5,0,Transavia France,TVF,37253,2011
39D317,F-HUYX,B738,Boeing,737-8GP,Boeing 737-8GP,0,Transavia France,TVF,39825,2014
39D318,F-HUYY,B738,Boeing,737-8GP,Boeing 737-8GP,0,Transavia France,TVF,39828,2014
39D319,F-HUYZ,B738,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Transavia,TRA,39862,
39D564,F-HVLE,C25B,Cessna,Citation CJ3+,Cessna Citation CJ3+,1,Private,,525B0739,
39D6A0,F-HVVA,C525,Cessna,525 Citation CJ1+,Cessna 525 Citation CJ1+,0,VallJet,VLJ,525-0612,2006
39D6E9,F-HVXJ,WT9,Aerospool,Dynamic WT9,Aerospool Dynamic WT9,1,Private,,21003,
39DD45,F-HXKF,A20N,Airbus,A320-252N,Airbus A320-252N,0,Air Corsica,CCM,11871,2024
39DD48,F-HXKI,AT76,ATR,72-600,ATR 72-600,0,Air Corsica,CCM,1651,2022
39DE40,F-HXSA,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12027,2024
39DE41,F-HXSB,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12045,2024
39DE42,F-HXSC,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12076,2024
39DE43,F-HXSD,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12197,2024
39DE44,F-HXSE,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12284,2024
39DE45,F-HXSF,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12265,2024
39DE46,F-HXSG,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12256,2024
39DE47,F-HXSH,A20N,Airbus,A320-252N,Airbus A320-252N,0,Transavia France,TVF,12331,2024
