ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
39E144,F-HYKE,PC12,Pilatus,PC-12/45,Pilatus PC-12/45,1,Private,,574,2004
39E1BC,F-JBZE,NG5,BRM Aero,Bristell XL8,BRM Aero Bristell XL8,0,Aeroclub Gaston Caudron,,,
39E1C6,F-HYOG,E145,Embraer,ERJ-145LR,Embraer ERJ-145LR,0,Amelia International,AEH,145526,2001
39E1DC,F-JCBK,VL3,Aveko,VL-3,Aveko VL-3,1,Private,,,
39E5C4,F-HZOE,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,2062,2024
39E5D9,F-HZOZ,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,0,Dassault Aviation,DAB,459,2019
39E680,F-HZUA,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55134,2021
39E681,F-HZUB,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55139,2021
39E682,F-HZUC,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55140,2021
39E683,F-HZUD,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55141,2021
39E684,F-HZUE,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55146,2021
39E685,F-HZUF,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55149,2021
39E686,F-HZUG,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55155,2022
39E687,F-HZUH,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55157,2022
39E688,F-HZUI,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55159,2022
39E689,F-HZUJ,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55171,2022
39E68A,F-HZUK,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55173,2022
39E68B,F-HZUL,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55174,2022
39E68C,F-HZUM,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55185,2022
39E68D,F-HZUN,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55187,2022
39E68E,F-HZUO,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55193,2023
39E68F,F-HZUP,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55196,2023
39E690,F-HZUQ,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55197,2023
39E691,F-HZUR,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55198,2022
39E692,F-HZUS,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55200,2022
39E693,F-HZUT,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55210,2023
39E694,F-HZUU,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55213,2023
39E695,F-HZUV,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55216,2023
39E697,F-HZUX,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55218,2023
39E698,F-HZUY,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55221,2023
39E699,F-HZUZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Air France,AFR,55223,2023
