ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
39A00B,F-HIAL,M600,Piper,PA-46-M600,Piper PA-46-M600,1,Private,,,
39A0CD,F-HIGN,BE20,Beechcraft,King Air 250,Beechcraft King Air 250,1,Private,,,2024
39A178,F-HILY,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,0,AstonJet,ASJ,510-0034,
39A182,F-HIMC,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0282,2010
39A1EF,F-HIPP,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,525-1003,
39A202,F-HIQC,B738,Boeing,737-8AS(BCF),Boeing 737-8AS(BCF),0,ASL Airlines France,FPO,34178,2006
39A203,F-HIQD,B738,Boeing,737-8AS(BCF),Boeing 737-8AS(BCF),0,Federal Express,FDX,33603,2006
39A204,F-HIQE,B738,Boeing,737-8AS(BCF),Boeing 737-8AS(BCF),0,ASL Airlines Ireland,ABR,33612,2007
39A205,F-HIQF,B738,Boeing,737-8AS(BCF)(WL),Boeing 737-8AS(BCF)(WL),0,ASL Airlines France,FPO,35022,2009
39A206,F-HIQG,B738,Boeing,737-86N(BCF),Boeing 737-86N(BCF),0,ASL Airlines France,FPO,30806,2001
39A207,F-HIQH,B738,Boeing,737-86N(BCF),Boeing 737-86N(BCF),0,ASL Airlines France,FPO,30231,2000
39A208,F-HIQI,B738,Boeing,737-883(BCF)(WL),Boeing 737-883(BCF)(WL),0,ASL Airlines France,FPO,28323,2000
39A277,F-HITX,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,487,
39A2E0,F-HIXA,B738,Boeing,737-846,Boeing 737-846,0,ASL Airlines France,FPO,35332,2007
39A2E1,F-HIXB,B738,Boeing,737-846,Boeing 737-846,0,ASL Airlines France,FPO,35339,2008
39A2E2,F-HIXC,B738,Boeing,737-8K5,Boeing 737-8K5,0,ASL Airlines France,FPO,27977,1998
39A2E3,F-HIXD,B738,Boeing,737-8K5,Boeing 737-8K5,0,ASL Airlines France,FPO,27978,1998
39A44F,F-HJCP,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,261,
39A52B,F-HJJL,PC12,Pilatus,PC-12 NG,Pilatus PC-12 NG,1,Private,,1682,2017
39A535,F-HJJV,C25A,Cessna,525A CitationJet 2,Cessna 525A CitationJet 2,0,VallJet,VLJ,525A-0206,
39A565,F-HJLF,TBM9,Socata,TBM 930,Socata TBM 930,1,Private,,1129,
39A56F,F-HJLP,E550,Embraer,Praetor 600,Embraer Praetor 600,0,Luxwing,LWG,55020104,2019
39A660,F-HJTA,DA62,Diamond,DA-62,Diamond DA-62,0,Revolution’Air,,,
39AA48,F-HKSI,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Arkea Credit Bail,,2092,2021
39AB12,F-HKYS,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,1992,2021
39AC25,F-HLBF,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,,
39ACA4,F-HLFE,C25B,Cessna,525B Citation CJ3+,Cessna 525B Citation CJ3+,1,Private,,525B-0498,2016
39AD0F,F-HLIP,E135,Embraer,ERJ-135LR,Embraer ERJ-135LR,0,Amelia International,AEH,145480,2001
39AD17,F-HLIX,LXR,Elixir,Aircraft Elixir,Elixir Aircraft Elixir,0,Elixir Aircraft,,MSN003,2021
39ADEE,F-HLPO,M20P,Mooney,M-20F Executive,Mooney M-20F Executive,1,Private,,670327,
39AE2A,F-HLRK,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,,2024
39AE32,F-HLRS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,Luxwing,LWG,50500232,2014
39AE35,F-HLRV,PC12,Pilatus,PC-12 NG,Pilatus PC-12 NG,1,Private,,1204,2010
39AE73,F-HLTT,HDJT,Honda,HA-420 Hondajet,Honda HA-420 Hondajet,0,EATIS,SRK,42000018,
39AE95,F-HLUV,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,2009,2022
39AE97,F-HLUX,A339,Airbus,A330-941,Airbus A330-941,0,Corsair,CRL,2071,2024
