ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4A0441,YR-ABA,A319,Airbus,A319-111,Airbus A319-111,0,Carpatair,KRP,03041,2007
4A0442,YR-ABB,A319,Airbus,A319-112,Airbus A319-112,0,Carpatair,KRP,3818,2009
4A0443,YR-ABC,A320,Airbus,A320-216,Airbus A320-216,0,Carpatair,KRP,03729,2008
4A0461,YR-ACA,AT76,ATR,72-600,ATR 72-600,0,Air Connect,KON,1172,2014
4A0462,YR-ACB,AT76,ATR,72-600,ATR 72-600,0,Air Connect,KON,1196,2014
4A0481,YR-ADA,A320,Airbus,A320-214,Airbus A320-214,0,FLYYO,DIR,03218,2007
4A0483,YR-ADC,A320,Airbus,A320-214,Airbus A320-214,0,FLYYO,DIR,03256,2007
4A0489,YR-ADI,A321,Airbus,A321-231,Airbus A321-231,0,FLYYO,DIR,1366,2000
4A04E2,YR-AGB,A320,Airbus,A320-232,Airbus A320-232,0,Anima Wings,AWG,3316,2007
4A04E3,YR-AGC,A320,Airbus,A320-232,Airbus A320-232,0,Anima Wings,AWG,03621,2008
4A08A5,YR-BEE,A320,Airbus,A320-232,Airbus A320-232,0,HiSky Europe,HYS,6223,2014
4A0AAC,YR-BUL,C25A,Cessna,525A CitationJet 2+,Cessna 525A CitationJet 2+,0,My Jet,MYJ,525A-0485,
4A0ABA,YR-BUZ,A320,Airbus,A320-232,Airbus A320-232,0,Bees Airlines,BES,01922,2002
4A0D12,YR-CHR,BCS3,Airbus,A220-300,Airbus A220-300,0,Anima Wings,AWG,55316,2024
