ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4AA163,SE-HKC,B06,Bell,206L-1 LongRanger,Bell 206L-1 LongRanger,0,Tvättbjörnen Helikopter,,45321,1979
4AAA0A,SE-JPJ,AS50,Eurocopter,AS350 B3e Ecureuil,Eurocopter AS350 B3e Ecureuil,1,Private,,9432,
4AAA12,SE-JPR,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57234,2014
4AAA13,SE-JPS,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57232,2014
4AAA14,SE-JPT,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57170,2013
4AAA15,SE-JPU,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57204,2014
4AAA16,SE-JPV,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57235,2014
4AAA18,SE-JPX,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57205,2014
4AAA19,SE-JPY,B429,Bell,429 Global Ranger,Bell 429 Global Ranger,0,Rikspolisstyrelsen,POL,57237,2014
4AAA68,SE-JSH,A169,Leonardo,AW169,Leonardo AW169,0,Avincis Aviation Sweden,DFL,69059,2018
4AAA6A,SE-JSJ,A169,Leonardo,AW169,Leonardo AW169,0,Avincis Aviation Sweden,DFL,69069,2018
4AAA6C,SE-JSL,EC45,Airbus Helicopters,H145,Airbus Helicopters H145,0,Avincis Aviation Sweden,DFL,21013,2020
4AAA6E,SE-JSN,A139,Leonardo,AW139,Leonardo AW139,0,Avincis Aviation Sweden,DFL,31999,2022
4AAA70,SE-JSP,EC45,Airbus Helicopters,H145,Airbus Helicopters H145,0,Avincis Aviation Sweden,DFL,20185,2017
4AAA98,SE-JTX,AS50,Airbus Helicopters,H125,Airbus Helicopters H125,0,Kallax Flyg,,8958,2021
4AAB05,SE-JXE,EC45,Airbus Helicopters-Kawasaki,H-145,Airbus Helicopters-Kawasaki H-145,0,Svensk Luftambulans,,21045,2021
4AAB13,SE-JXS,EC45,Airbus Helicopters,H145 D3,Airbus Helicopters H145 D3,0,Avincis Aviation Sweden,DFL,21309,2024
4AAB33,SE-JYS,AS50,Airbus Helicopters,H-125 Ecureuil,Airbus Helicopters H-125 Ecureuil,0,Laroy Flyg,,9425,2023
4AAB49,SE-JZI,AS50,Airbus Helicopters,H125,Airbus Helicopters H125,0,HeliAir Sweden,,9100,2021
4AAB4B,SE-JZK,AS50,Airbus Helicopters,H125,Airbus Helicopters H125,0,HeliAir Sweden,,9103,2021
4AAB50,SE-JZP,AS50,Airbus Helicopters,H125,Airbus Helicopters H125,0,Scandair Helicopter,,9748,2025
4AAB5A,SE-JZZ,R66,Robinson,R66 Turbine,Robinson R66 Turbine,0,Per Risvall Uthyrning,,1181,2023
