ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4A108E,YR-DDN,E55P,Embraer,Phenom 300E,Embraer Phenom 300E,0,My Jet,MYJ,50500689,2022
4A1265,YR-DSE,A320,Airbus,A320-232,Airbus A320-232,0,Dan Air,DNA,2479,2005
4A1272,YR-DSR,GALX,Gulfstream Aerospace,G200 Galaxy,Gulfstream Aerospace G200 Galaxy,0,My Jet,MYJ,228,2009
4A16C5,YR-EVE,E50P,Embraer,EMB 500 Phenom 100,Embraer EMB 500 Phenom 100,1,Private,,50000433,
4A1921,YR-FIA,A320,Airbus,A320-233,Airbus A320-233,0,FlyOne,FIA,3524,2008
4A1922,YR-FIB,A320,Airbus,A320,Airbus A320,0,FlyOne,FIA,3524,
4A1923,YR-FIC,A321,Airbus,A321-231,Airbus A321-231,0,FlyOne Romania,FOE,06002,2014
4A1A61,YR-FSA,B744,Boeing,747-4D7(BCF),Boeing 747-4D7(BCF),0,ROM Cargo Airlines,RCR,24458,1990
4A1A62,YR-FSB,B744,Boeing,747-45E(BDSF),Boeing 747-45E(BDSF),0,ROM Cargo Airlines,RCR,27063,1992
4A1E4E,YR-GRN,C525,Cessna,525 Citation CJ1,Cessna 525 Citation CJ1,0,My Jet,,525-0502,2022
