ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3E1213,D-HYAT,EC45,Airbus Helicopters-Kawasaki,H-145,Airbus Helicopters-Kawasaki H-145,0,DRF Luftrettung,CHX,2023,21208
3E167C,D-HZSE,EC35,Eurocopter,EC135 T2+,Eurocopter EC135 T2+,0,Luftrettung,,0558,2007
3E1687,D-HZSP,EC35,Eurocopter,EC135 T2+,Eurocopter EC135 T2+,0,Bundesministerium des Innern,,0648,2008
3E17D0,D-IAFG,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,525-1080,2021
3E1859,D-IAKN,C25A,Cessna,Citation CJ2+,Cessna Citation CJ2+,0,Starwings GmbH,STQ,525A0367,2007
3E186E,D-IALI,C25A,Cessna,525A Citation CJ2,Cessna 525A Citation CJ2,0,ProAir Aviation,PAV,525A-0015,2001
3E1882,55+03,C30J,Lockheed Martin,C-130J-30 Hercules,Lockheed Martin C-130J-30 Hercules,0,German Air Force,GAF,5944,
3E193A,D-IATE,F406,Reims/Cessna,F406 Caravan II,Reims/Cessna F406 Caravan II,0,Air Taxi Europe,TWG,406-0007,1986
3E1945,D-IATP,E50P,Embraer,Phenom 100,Embraer Phenom 100,0,ProAir Aviation,PAV,50000306,2012
3E198A,D-IAWG,C425,Cessna,425 Conquest I,Cessna 425 Conquest I,0,Aerowest,AWH,425-0160,
3E1A54,D-IBEA,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,1,Private,,525A-0383,2008
3E1B14,D-IBLK,C25A,Cessna,525A CitationJet CJ2+,Cessna 525A CitationJet CJ2+,1,Private,,525A-0494,
3E1B1E,D-IBLU,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,0,Luxaviation Germany,LXG,525-1103,2021
3E1BB3,D-IBRN,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,0,Macair Airlines,MCK,525A-0487,2012
3E1BDC,D-IBTC,C25A,Cessna,525A CitationJet CJ2+,Cessna 525A CitationJet CJ2+,1,Private,,525A-0480,
3E1C91,D-ANRH,A339,Airbus,A330-941,Airbus A330-941,0,Condor,CFG,2024,
3E1CFC,D-ICEE,C525,Cessna,525 CitationJet,Cessna 525 CitationJet,0,Krause Bautraeger Holding,,525-0096,1995
3E1DCB,D-ICMD,C25A,Cessna,525A Citation CJ2,Cessna 525A Citation CJ2,0,OHL Air Charterflug,ECA,525A-0125,
3E1E6B,D-ICSH,E50P,Embraer,Phenom 100,Embraer Phenom 100,1,Private,,50000143,2009
