ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3E3017,D-IJKH,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,0,Jetkontor,,525-0929,2022
3E3456,D-ILAC,EA50,Eclipse Aviation,500,Eclipse Aviation 500,0,Liebherr-Aviation,LHB,000177,2008
3E350D,D-ILHD,C525,Cessna,Citation CJ1+,Cessna Citation CJ1+,0,Atlas Air Service,ATL,525-0694,2009
3E3524,D-ILIA,C525,Cessna,525 CitationJet CJ1,Cessna 525 CitationJet CJ1,1,Private,,525-0044,1993
3E363B,D-ILST,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,1,Private,,525A-0390,
3E377E,D-IMFE,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,1,Private,,525A-0454,
3E37AE,D-IMHA,C25A,Cessna,Citation CJ2+,Cessna Citation CJ2+,0,MHS Aviation GmbH,MHV,525A0322,2006
3E3880,D-IMPC,C525,Cessna,525 Citation CJ1+,Cessna 525 Citation CJ1+,0,Schroeder Industrieofen GmbH,,525-0639,2007
3E3924,D-IMVK,C25A,Cessna,525A CitationJet CJ2,Cessna 525A CitationJet CJ2,1,Private,,525A-0190,
3E3AEE,D-INNA,BE20,Beechcraft,King Air 260,Beechcraft King Air 260,1,Private,,BY-462,
3E3EE4,D-IPAA,C25M,Cessna,525 Citation M2,Cessna 525 Citation M2,1,Private,,,
3E3EF9,D-IPAV,BE20,Beech,King Air 260,Beech King Air 260,0,ProAir Aviation,PAV,BY-454,2023
3E3F1E,D-IPCG,C425,Cessna,425 Conquest I,Cessna 425 Conquest I,1,Private,,425-0177,2008
3E3F1F,D-IPCH,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,0,Jetkontor,JKH,525A0347,2007
3E3FB4,D-IPIA,P180,Piaggio,P-180 Avanti,Piaggio P-180 Avanti,1,Private,,1156,
