ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3E4082,D-IPPY,P180,Piaggio,Avanti II EVO,Piaggio Avanti II EVO,0,AirGO Private Airline,XGO,3010,2018
3E40AC,D-IPRO,B58T,Beech,58P Pressurized Baron,Beech 58P Pressurized Baron,1,Private,,,
3E4109,D-IPVD,C25A,Cessna,Citation CJ2,Cessna Citation CJ2,1,Private,,525A0218,2004
3E4338,D-IQQQ,C525,Cessna,525A CitationJet CJ2,Cessna 525A CitationJet CJ2,0,OHL Air Charterflug,ECA,525A-0196,
3E4458,D-IRBS,P180,Piaggio,P-180 Avanti II,Piaggio P-180 Avanti II,0,Reiner Brach Aviation GmbH,,1221,2011
3E44A0,D-IREM,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0334,
3E44A3,D-IREP,BE20,Beech,King Air 260,Beech King Air 260,1,Private,,BY-434,2022
3E47B1,D-ISIR,C525,Cessna,525 Citation CJ1+,Cessna 525 Citation CJ1+,0,Luxaviation Germany,LXG,525-0690,
3E4851,D-ISOV,E50P,Embraer,Phenom 100EV,Embraer Phenom 100EV,1,Private,,50000437,2023
3E4864,D-ISPO,P180,Piaggio,P-180 Avanti EVO,Piaggio P-180 Avanti EVO,1,Private,,3004,
3E4AA4,D-ITLS,BE20,Beech,King Air B200,Beech King Air B200,1,Private,,BB-1921,2005
3E4B75,D-ITTT,F406,Reims/Cessna,F406 Caravan II,Reims/Cessna F406 Caravan II,0,Air Taxi Europe,TWG,406-0015,1987
