ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
02A043,TS-ICD,B738,Boeing,737-8Q8(SF),Boeing 737-8Q8(SF),0,Express Air Cargo,XRC,30704,2006
02A180,TS-IMA,A20N,Airbus,A320-251N,Airbus A320-251N,0,Tunisair,TAR,11137,2022
02A181,TS-IMB,A20N,Airbus,A320-251N,Airbus A320-251N,0,Tunisair,TAR,11621,2023
02A197,TS-IMX,A20N,Airbus,A320-251N,Airbus A320-251N,0,Tunisair,TAR,10575,2021
02A198,TS-IMY,A20N,Airbus,A320-251N,Airbus A320-251N,0,Tunisair,TAR,10631,2022
02A199,TS-IMZ,A20N,Airbus,A320-251N,Airbus A320-251N,0,Tunisair,TAR,11070,2022
02A1A4,TS-INE,A320,Airbus,A320-214,Airbus A320-214,0,Nouvel Air Tunisie,LBT,05310,2012
02A1A6,TS-ING,A320,Airbus,A320-214,Airbus A320-214,0,Nouvel Air Tunisie,LBT,5878,2013
02A1AA,TS-INK,A320,Airbus,A320-214,Airbus A320-214,0,Nouvel Air Tunisie,LBT,4564,2011
02A1AB,TS-INL,A20N,Airbus,A320-251N,Airbus A320-251N,0,Nouvel Air Tunisie,LBT,12280,2024
02A260,TS-ITA,A320,Airbus,A320-214,Airbus A320-214,0,Tunisair,TAR,4502,2010
02A261,TS-ITB,A320,Airbus,A320-214,Airbus A320-214,0,Tunisair,TAR,4541,2010
02A262,TS-ITC,A320,Airbus,A320-214,Airbus A320-214,0,Tunisair,TAR,4805,2011
02A263,TS-ITD,A320,Airbus,A320-214,Airbus A320-214,0,Tunisair,TAR,4851,2011
