ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
C82817,ZK-SDE,C208,Cessna,208 B,Cessna 208 B,0,Great Barrier Airlines,GBA,208B2003,2008
C82952,ZK-NHE,A20N,Airbus,A320-271N,Airbus A320-271N,0,Air New Zealand,ANZ,10569,2021
C82953,ZK-NHF,A20N,Airbus,A320-271N,Airbus A320-271N,0,Air New Zealand,ANZ,10589,2021
C82969,ZK-IEC,EC30,Airbus Helicopters,EC 130 T2,Airbus Helicopters EC 130 T2,0,Force Aviation 2018,,8905,
C82986,ZK-MZF,AT72,ATR,72-600,ATR 72-600,0,Mount Cook Airlines,NZM,1691,2021
C8298F,ZK-IHZ,EC30,Airbus Helicopters,EC130 T2,Airbus Helicopters EC130 T2,0,Advanced Flight Limited,,8983,
C829B2,ZK-WJH,C172,Cessna,172S Skyhawk SP,Cessna 172S Skyhawk SP,1,Private,,172S8625,1999
C829BC,ZK-IXO,EC45,Airbus Helicopters,MBB-BK117 D-2,Airbus Helicopters MBB-BK117 D-2,0,Search And Rescue Services,,20277,2019
C829BF,ZK-FXM,B734,Boeing,737-4Y0(SF),Boeing 737-4Y0(SF),0,Airwork,AWK,25184,1992
C829D7,ZK-HKH,ZA6,Aerokopter,AK1-3M Sanka,Aerokopter AK1-3M Sanka,1,Private,,0092,
C829E0,ZK-HUY,B429,Bell,429 GlobalRanger,Bell 429 GlobalRanger,1,Private,,57436,2021
C82A1D,ZK-IUL,B429,Bell,429 GlobalRanger,Bell 429 GlobalRanger,0,Advanced Flight,,57404,2022
C82A7E,ZK-IPO,EC30,Airbus Helicopters,EC 130 T2,Airbus Helicopters EC 130 T2,0,Kauri Aviation,,9247,2022
C82AA3,ZK-OKU,B77W,Boeing,777-367(ER),Boeing 777-367(ER),0,Air New Zealand,ANZ,36157,2008
C82AC1,ZK-ILF,AS50,Airbus Helicopters,AS 350 B2,Airbus Helicopters AS 350 B2,1,Private,,4387,
C82AE4,ZK-TXC,B738,Boeing,737-8FE(BCF),Boeing 737-8FE(BCF),0,Texel Air Australasia,TNZ,33798,2003
C82B32,ZK-NNI,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Air New Zealand,ANZ,12593,2025
