Code,Name,ICAO,IATA,Location,CountryISO2,Latitude,Longitude,AltitudeFeet
DRRA,Tessaoua Airport,DRRA,,Tessaoua,NE,13.767000,8.017000,1358
DRRB,Birni-N'Konni Airport,DRRB,,Birni-N'Konni,NE,13.801500,5.242360,846
DRRC,Dogondoutchi Airport,DRRC,,Dogondoutchi,NE,13.667000,4.100000,961
DRRD,Dosso Airport,DRRD,,Dosso,NE,13.048125,3.220968,738
DRRE,Tera Airport,DRRE,,Tera,NE,13.950000,0.733000,850
DRRG,Gaya Airport,DRRG,,Gaya,NE,11.883000,3.433000,662
DRRI,Bilma Airport,DRRI,,Bilma,NE,18.686701,12.919200,1715
DRRL,Tillabery Airport,DRRL,,Tillabery,NE,14.200000,1.467000,692
DRRM,Maradi Airport,DRRM,MFQ,Maradi,NE,13.502500,7.126750,1240
DRRN,Diori Hamani International Airport,DRRN,NIM,Niamey,NE,13.481500,2.183610,732
DRRP,La Tapoa Airport,DRRP,,La Tapoa,NE,12.483000,2.400000,722
DRRT,Tahoua Airport,DRRT,THZ,Tahoua,NE,14.875700,5.265360,1266
DRRU,Ouallam Airport,DRRU,,Ouallam,NE,14.333000,2.083000,892
DRZA,Mano Dayak International Airport,DRZA,AJY,Agadez,NE,16.966000,8.000110,1657
DRZF,Diffa Airport,DRZF,,Diffa,NE,13.372900,12.626700,994
DRZG,Goure Airport,DRZG,,Goure,NE,13.983600,10.274900,1499
DRZI,Iferouane Airport,DRZI,,Iferouane,NE,19.066999,8.367000,2162
DRZL,Arlit Airport,DRZL,,Arlit,NE,18.790400,7.365950,1443
DRZM,Maine-Soroa Airport,DRZM,,Maine-Soroa,NE,13.205500,12.032300,944
DRZN,N'Guigmi Airport,DRZN,,N'Guigmi,NE,14.251000,13.129000,977
DRZR,Zinder Airport,DRZR,ZND,Zinder,NE,13.779000,8.983760,1516
DRZT,Tanout Airport,DRZT,,Tanout,NE,14.970300,8.891670,1751
