ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A1A0DF,N204A,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5341,2011
A1A110,N204BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55137,2021
A1A21F,N204NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5166,2012
A1A52C,N205G,M20P,Mooney,M-20J,Mooney M-20J,1,Private,,24-3038,1987
A1A5D6,N205NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5724,2013
A1A87E,N206BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55143,2021
A1A8D3,N206FJ,F900,Dassault,Falcon 900EX,Dassault Falcon 900EX,1,Private,,206,2007
A1A8DA,N206FR,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,4272,2010
A1A961,N206MA,TBM9,Daher,TBM-940,Daher TBM-940,1,Private,,1541,
A1A98D,N206NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5289,2012
A1ABEF,N2069Q,C510,Cessna,Citation Mustang,Cessna Citation Mustang,1,Private,,510-0137,
A1AC91,N207FR,A320,Airbus,A320-214,Airbus A320-214,0,Avianca,AVA,4307,2010
A1AD44,N207NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5638,2013
A1AFEC,N208BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55148,2022
