ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A1F00E,N224BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55217,2023
A1F1D1,N224W,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,10046,2024
A1F1ED,N224XC,PA11,Cub Crafters,CCX-2300 NXCub,Cub Crafters CCX-2300 NXCub,1,Private,,CCX-2300-0053,2022
A1F39A,N225AF,PC24,Pilatus,PC-24,Pilatus PC-24,0,PlaneSense,CNS,225,2021
A1F43C,N225GT,C750,Cessna,750 Citation 10,Cessna 750 Citation 10,1,Private,,750-0242,2005
A1F4A9,N225MB,PAY3,Piper,PA-42-720 Cheyenne 3,Piper PA-42-720 Cheyenne 3,1,Private,,42-8001102,1983
A1F51F,N225RV,C25B,Cessna,525B Citation CJ3+,Cessna 525B Citation CJ3+,0,Aero Ways,,525B-0643,2021
A1F704,N2258,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2258,2023
A1F751,N226AF,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,PlaneSense,CNS,2226,2022
A1F77C,N226BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55231,2023
A1F8E6,N226SL,GLF5,Gulfstream Aerospace,5,Gulfstream 5,1,Private,,628,2001
A1F8F0,N226SW,C56X,Cessna,560XL Citation XLS,Cessna 560XL Citation XLS,1,Private,,560-6306,2021
A1F9F9,N2262R,B772,Boeing,777-222ER,Boeing 777-222ER,0,United Airlines,UAL,30226,
A1FB33,N227BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55239,2023
A1FB45,N227CS,C172,Cessna,172S Skyhawk SP,Cessna 172S Skyhawk SP,1,Private,,172S13127,2024
A1FB48,N227CV,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5261,2009
A1FB77,N227ES,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,9201,2023
A1FBEA,N227KG,FA8X,Dassault,Falcon 8X,Dassault Falcon 8X,1,Private,,511,2024
A1FC1D,N227MH,B06,Bell,206L LongRanger,Bell 206L LongRanger,1,Private,,52391,2009
A1FC9B,N227SJ,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500723,2023
A1FCDE,N227VA,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5502,2015
A1FD06,N227WR,G280,Gulfstream Aerospace,G280,Gulfstream Aerospace G280,1,Private,,2007,
A1FEEA,N228BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55241,2023
A1FEF2,N228CG,E50P,Embraer,EMB-500 Phenom 100,Embraer EMB-500 Phenom 100,1,Private,,50000436,2022
A1FF3A,N228FD,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,9115,2023
A1FF9D,N228KC,TBM9,Socata,TBM 910,Socata TBM 910,1,Private,,1458,1995
