ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A150F7,N184QS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,NetJets,EJA,70163,2023
A154AE,N185QS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,NetJets,EJA,70183,2024
A155F1,N1852V,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5146,2007
A15865,N186QS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,NetJets,EJA,70186,
A15C1C,N187QS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,NetJets,EJA,70190,2024
A15D58,N1872N,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70119,2022
A15DBE,N1875K,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,1,Private,,34,
A15F46,N188KA,B350,Beechcraft,King Air 360,Beechcraft King Air 360,1,Private,,FL-1333,2024
A15FB5,N188PM,P46T,Piper,PA-46-350P,Piper PA-46-350P,1,Private,,4636243,2007
A15FD3,N188QS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,NetJets,EJA,70191,2024
