ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A120A1,N172AF,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,PlaneSense,CNS,2172,2022
A12383,N1724D,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,2322,2021
A123BF,N17254,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,43436,2021
A123E0,N17262,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,66594,2021
A123E2,N17264,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,66596,2021
A123E3,N17265,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,64454,2021
A12403,N17272,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67527,2022
A1240A,N17279,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,64613,2019
A1242D,N17289,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,60712,2019
A1244B,N17294,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67551,2023
A1244D,N17296,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67556,2023
A1245E,N173AM,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Aeroméxico,AMX,66297,2024
A1263B,N173VP,C650,Cessna,Citation III,Cessna Citation III,0,Epps Air Service,,650-0173,1989
A126C3,N17300,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,43466,2023
A126C4,N17301,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67554,2023
A126C5,N17302,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67559,2023
A126C6,N17303,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67561,2023
A126C9,N17306,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67565,2023
A126CC,N17309,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67563,2023
A126E6,N17310,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67566,2023
A126E7,N17311,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67567,2023
A126E8,N17312,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,64609,2019
A126EA,N17314,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67569,2023
A126EB,N17315,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67597,2023
A126EC,N17316,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67596,2023
A126ED,N17317,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67570,2023
A12709,N17320,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67576,2023
A1270A,N17321,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67577,2023
A1270B,N17322,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67575,2023
A1270F,N17326,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67580,2023
A12710,N17327,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67582,2023
A12711,N17328,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67583,2023
A12712,N17329,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67581,2023
A1272D,N17331,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67589,2024
A1272F,N17333,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67587,2023
A12731,N17335,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67595,2024
A12732,N17336,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67592,2024
A12733,N17337,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67593,2024
A12734,N17338,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67599,2023
A12735,N17339,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67601,2024
A12753,N17344,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67622,2024
A12755,N17346,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67626,2024
A12756,N17347,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,67618,2024
