ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A1B0FB,N208NV,A320,Airbus,A320-214,Airbus A320-214,0,Asian Air,AAZ,5640,2013
A1B4B2,N209NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5901,2013
A1B826,N21LC,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,377,2021
A1B928,N21WL,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,1,Private,,2157,2021
A1B9B5,N210CA,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,9466,2023
A1BAC2,N210NV,A320,Airbus,A320-214,Airbus A320-214,0,Allegiant Air,AAY,5540,2013
A1BB8B,N210WW,P210,Cessna,P210N Pressurized Centurion,Cessna P210N Pressurized Centurion,1,Private,,P21000808,1982
A1BBE5,N2100L,GLEX,Bombardier,Global 6500,Bombardier Global 6500,1,Private,,60100,2023
A1BD6A,N211BZ,BCS3,Airbus,A220-300,Airbus A220-300,0,Breeze Airways,MXY,55151,2022
A1BEE3,N211TA,G150,Gulfstream Aerospace,G150,Gulfstream Aerospace G150,1,Private,,223,
A1BFCF,N21112,GLF4,Gulfstream,G450,Gulfstream G450,0,IHGH,,4282,2013
