ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AA70A6,N772BZ,C182,Cessna,182T Skylane,Cessna 182T Skylane,1,Private,,18283124,
AA739E,N77259,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,United Airlines,UAL,43462,2021
AA7839,N774DL,C208,Cessna,208B Grand Caravan,Cessna 208B Grand Caravan,1,Private,,208B0324,
AA78B2,N774JG,E170,Embraer,E170SE,Embraer E170SE,0,Envoy Air,ENY,17000007,2003
AA7E56,N77525,B738,Boeing,737NG 824/W,Boeing 737NG 824/W,0,United Airlines,UAL,31659,2010
AA7E9A,N77543,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,United Airlines,UAL,64474,2022
AA7E9B,N77544,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,United Airlines,UAL,64473,2022
AA7EBC,N77552,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,United Airlines,UAL,67179,2023
AA7EC2,N77558,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,United Airlines,UAL,67585,2023
AA7EC3,N77559,B39M,Boeing,737 MAX 9,Boeing 737 MAX 9,0,United Airlines,UAL,67183,2023
AA7F7F,N776BW,S22T,Cirrus,SR-22T,Cirrus SR-22T,1,Private,,8986,2022
