ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AA80F5,N776SV,GL5T,Bombardier,Global 5000,Bombardier Global 5000,1,Private,,9372,2009
AA83F4,N777KL,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,5421,2013
AA83F8,N777KQ,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,Nevada Restaurant Services,,70071,2020
AA8439,N777NE,CL35,Bombardier,Challenger 350,Bombardier Challenger 350,1,Private,,20903,2022
AA84D4,N777UK,B772,Boeing,777-212(ER),Boeing 777-212(ER),0,Polaris Aviation Solutions,,30867,2001
AA8537,N777YJ,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,0,L J Aviation,LJY,5403,2012
AA85EC,N7774,C172,Cessna,172 Skyhawk,Cessna 172 Skyhawk,1,Private,,17252168,
AA8668,N7777U,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9591,2013
AA86F9,N778CH,GL5T,Bombardier,Global 5500,Bombardier Global 5500,1,Private,,60067,2022
AA86FB,N778CK,B77W,Boeing,777-36NER(SF),Boeing 777-36NER(SF),0,Kalitta Air,CKS,32789,2005
AA8780,N778HT,GL7T,Bombardier,BD-700-2A12 Global 7500,Bombardier BD-700-2A12 Global 7500,0,Haitian Plastics Machinery Group,,70158,2023
AA883E,N778RH,E170,Embraer,E170SE,Embraer E170SE,0,Envoy Air,ENY,17000054,2004
AA8858,N778SJ,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,1,Private,,140,2012
AA8876,N778TP,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,2378,2021
AA8AB2,N779CK,B773,Boeing,777-36NER,Boeing 777-36NER,0,Kalitta Air,CKS,32785,2005
AA8ACC,N779DL,BE20,Beech,B200 Super King Air,Beech B200 Super King Air,1,Private,,BB-1792,
AA8BFA,N779RN,E170,Embraer,E170LR,Embraer E170LR,0,Envoy Air,ENY,17000055,2004
AA8E2B,N77999,GLF6,Gulfstream Aerospace,G650ER,Gulfstream Aerospace G650ER,1,Private,,6460,2020
