ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AAC32F,N793AE,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73135,2024
AAC3A9,N793FB,GA6C,Gulfstream,G600,Gulfstream G600,1,Private,,73163,2024
AAC71D,N794CK,B77L,Boeing,777-F1H,Boeing 777-F1H,0,Kalitta Air,CKS,35609,2012
AAC7B1,N794JH,E170,Embraer,E170SE,Embraer E170SE,0,Envoy Air,ENY,17000066,2005
AACADA,N795CR,GLF5,Gulftsream,G550,Gulftsream G550,1,Private,,5474,2014
AACB71,N795JS,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,0,flyExclusive,JRE,525B0365,2011
AACC36,N795SP,GLF5,Gulfstream,G550,Gulfstream G550,0,Lockton Enterprises Inc,,5448,2013
AACFE2,N796SC,BE20,Beech,King Air B200,Beech King Air B200,1,Private,,BB-1796,2002
