ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AA5130,N764JD,E170,Embraer,E170STD,Embraer E170STD,0,Envoy Air,ENY,17000302,2009
AA52A0,N764YX,E75L,Embraer,E175LR,Embraer E175LR,0,Republic Airways,RPA,17000949,2023
AA55BD,N765ST,E170,Embraer,E170LR,Embraer E170LR,0,Envoy Air,ENY,17000128,2006
AA5657,N765YX,E75L,Embraer,E175LR,Embraer E175LR,0,Republic Airways,RPA,17000950,2023
AA580E,N766CK,B744,Boeing,747-481F,Boeing 747-481F,0,Kalitta Air,CKS,34016,2005
AA5828,N766DL,PC12,Pilatus,PC-12/45,Pilatus PC-12/45,1,Private,,601,2004
AA5868,N766G,P28A,Piper,Archer TX,Piper Archer TX,0,ATP Flight School,CXK,2881463,2021
AA586C,N766GD,GA6C,Gulfstream,G600,Gulfstream G600,0,Gulfstream Aerospace,GLF,73166,2024
AA58A6,N766JM,E170,Embraer,E170STD,Embraer E170STD,0,Envoy Air,ENY,17000305,2009
AA5928,N766PS,GLF5,Gulfstream,V,Gulfstream V,1,Private,,509,1997
AA5A0E,N766YX,E75L,Embraer,E175LR,Embraer E175LR,0,Republic Airways,RPA,17000951,2023
AA5C23,N767GD,GA5C,Gulfstream,G500,Gulfstream G500,0,Gulfstream Aerospace,GLF,72167,2025
AA5DC5,N767YX,E75L,Embraer,E175LR,Embraer E175LR,0,Republic Airways,RPA,17000952,2023
AA5E2A,N7672C,B762,Boeing,767-224ER,Boeing 767-224ER,1,Private,,30432,2000
AA5F7C,N768CK,B744,Boeing,747-481F,Boeing 747-481F,0,Kalitta Air,CKS,34018,2006
