ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
AAE09F,N80MH,F2TH,Dassault,Falcon 2000,Dassault Falcon 2000,1,Private,,108,
AAE0AB,N80MV,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70201,2024
AAE1F1,N800AV,B788,Boeing,787-8 Dreamliner,Boeing 787-8 Dreamliner,0,Avianca,AVA,36526,2015
AAE20D,N800BY,PA24,Piper,PA-24,Piper PA-24,1,Private,,24-3161,1962
AAE273,N800G,GA8C,Gulfstream,G800,Gulfstream G800,0,Gulfstream Aerospace,,88001,2022
AAE2CA,N800KM,F900,Dassault,Falcon 900B,Dassault Falcon 900B,1,Private,,120,1993
AAE4E2,M41-04,BE20,Beech,King Air B200T,Beech King Air B200T,0,Royal Malaysian Air Force,RMF,BT-38,
AAE598,N801AD,GLEX,Bombardier,Global Express,Bombardier Global Express,0,Silver Air,SIS,9029,1999
AAE66D,N801JS,C56X,Cessna,560XL Citation Excel,Cessna 560XL Citation Excel,0,flyExclusive,JRE,560-5075,2000
AAE6E9,N801PR,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6570,
AAE70E,N801RC,C25C,Cessna,525C Citation CJ4,Cessna 525C Citation CJ4,1,Private,,525C0405,
AAE747,N801TK,PC12,Pilatus,PC-12,Pilatus PC-12,1,Private,,2195,2022
AAE967,N802BC,GL5T,Bombardier,Global 5000,Bombardier Global 5000,0,Solairus Aviation,TWY,9644,
AAEB3B,N802VW,C208,Cessna,208 Grand Caravan,Cessna 208 Grand Caravan,1,Private,,208B5654,2022
AAED0C,N803AK,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Alaska Airlines,ASA,67803,2024
AAED9C,N803GD,GA8C,Gulfstream,G800,Gulfstream G800,0,Gulfstream Aerospace,GLF,88003,2024
AAEE39,N803NL,FA50,Dassault,Falcon 50EX,Dassault Falcon 50EX,1,Private,,273,1998
AAEEA4,N803ST,M600,Piper,M600,Piper M600,1,Private,,4698287,2023
