ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4D00ED,LX-LBK,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Luxair,LGL,64605,2018
4D00EE,LX-LBL,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Luxair,LGL,64607,2018
4D0201,LX-DPR,F900,Dassault,Falcon 900LX,Dassault Falcon 900LX,0,Global Jet Luxembourg,SVW,332,
4D0229,LX-LFX,B737,Boeing,737-7GC BBJ,Boeing 737-7GC BBJ,0,Global Jet Luxembourg,SVW,34622,2005
4D0243,LX-LMS,FA7X,Dassault,Falcon 7X,Dassault Falcon 7X,0,Flying Group Luxembourg,FYL,278,2016
4D024A,LX-FBC,PC24,Pilatus,PC-24,Pilatus PC-24,0,Flying Group Luxembourg,FYL,517,2024
4D024E,LX-FYG,C25B,Cessna,525B CitationJet Cj3+,Cessna 525B CitationJet Cj3+,0,Flying Group Luxembourg,FYL,525B0701,
4D0257,LX-NJC,GA5C,Gulfstream,G500,Gulfstream G500,0,Sparfell Luftfahrt,LDX,72160,2025
4D0262,LX-AND,PC24,Pilatus,PC-24,Pilatus PC-24,0,Flying Group Luxembourg,FYL,155,
4D0263,LX-FMA,F900,Dassault,Falcon 900EX,Dassault Falcon 900EX,1,Private,,329,
4D0264,LX-KHH,PC24,Pilatus,PC-24,Pilatus PC-24,1,Private,,310,2023
4D0265,LX-REK,PC24,Pilatus,PC-24,Pilatus PC-24,0,Flying Group Luxembourg,FYL,531,2024
4D0270,LX-HDP,EC55,Eurocopter,EC-155,Eurocopter EC-155,1,Private,,7020,
4D0282,LX-INB,F900,Dassault,Falcon 900,Dassault Falcon 900,1,Private,,176,
4D028F,LX-RHC,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Luxembourg Air Rescue,,5784,
4D0290,LX-RSQ,LJ45,Bombardier,Learjet 45 XR,Bombardier Learjet 45 XR,0,Luxembourg Air Ambulance,LRQ,45-398,2009
4D0293,LX-EAA,LJ45,Bombardier,Learjet 45 XR,Bombardier Learjet 45 XR,0,Luxembourg Air Ambulance,LRQ,45-321,2007
4D02A1,LX-ZAP,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,315,2023
4D02AA,LX-JFV,PC12,Pilatus,PC-XII 47E,Pilatus PC-XII 47E,0,Jetfly Aviation,JFA,1409,2013
4D02AF,LX-JFU,PC12,Pilatus,PC-XII 47E,Pilatus PC-XII 47E,0,Jetfly Aviation,JFA,1356,2012
4D02B1,LX-JFC,PC12,Pilatus,PC-12 NG,Pilatus PC-12 NG,0,Jetfly Aviation,JFA,1759,2017
4D02BD,LX-JFD,PC12,Pilatus,PC-XII 47E,Pilatus PC-XII 47E,0,Jetfly Aviation,JFA,1787,2018
4D02C1,LX-PCA,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,111,2018
4D02C3,LX-JFF,PC12,Pilatus,PC-XII 47E,Pilatus PC-XII 47E,0,Jetfly Aviation,JFA,1857,2019
4D02C4,LX-PCC,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,143,2019
4D02C6,LX-PCD,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,175,2019
4D02C7,LX-PCF,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,179,2019
4D02D8,LX-RUM,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Jetfly Aviation,JFA,2145,2021
4D02DA,LX-PCE,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,200,2020
4D02DD,LX-FLJ,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Jetfly Aviation,JFA,2098,2021
4D02E0,LX-PCG,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,237,2021
4D02E1,LX-PCM,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,562,2025
4D02E3,LX-FLQ,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Jetfly Aviation,JFA,2372,2024
4D02E8,LX-SFB,SF50,Cirrus,G2+ Vision Jet,Cirrus G2+ Vision Jet,0,Jetfly Aviation,JFA,0516,2023
4D02E9,LX-PCJ,PC24,Pilatus,PC-24,Pilatus PC-24,0,Jetfly Aviation,JFA,297,2022
4D02EC,LX-FLP,PC12,Pilatus,PC-12,Pilatus PC-12,0,Jetfly Aviation,JFA,2341,2023
4D03C0,LX-N90442,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22855,1980
4D03C1,LX-N90443,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22838,1981
4D03C3,LX-N90445,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22840,1982
4D03C6,LX-N90448,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22843,1982
4D03C8,LX-N90450,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22845,1983
4D03C9,LX-N90451,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22846,1983
4D03CA,LX-N90452,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22847,1983
4D03CC,LX-N90454,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22849,1983
4D03CE,LX-N90456,E3TF,Boeing,E-3A Sentry,Boeing E-3A Sentry,0,NATO,OAN,22851,1984
