ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4D2001,9H-KDR,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,TAG Aviation Malta,TEU,,
4D2002,9H-CGR,A321,Airbus,A321-231(PCF),Airbus A321-231(PCF),0,SmartLynx Malta,LYX,02290,2004
4D2003,9H-SAS,B738,Boeing,737-8BK(WL),Boeing 737-8BK(WL),0,SkyUp Europe,SEU,33029,2006
4D2004,9H-94FX,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,Flexjet Europe,FLJ,9242,2007
4D2005,9H-99FX,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,Flexjet Europe,FLJ,9431,2009
4D2006,9H-EUP,A320,Airbus,A320-214,Airbus A320-214,0,Eurowings Europe,EWL,3540,2008
4D2007,9H-WNK,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,11816,2024
4D2008,9H-VDF,A320,Airbus,A320-232,Airbus A320-232,0,Galistair,GTR,02156,2004
4D2009,9H-FMA,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70172,2023
4D200C,9H-WNL,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,11913,2024
4D200D,9H-WNM,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,11969,2024
4D200E,9H-WNN,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,11922,2024
4D200F,9H-WNO,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,11978,2024
4D2011,9H-AZH,B772,Boeing,777-219 ER,Boeing 777-219 ER,0,Air Atlanta Europe,AAE,34378,2006
4D2012,9H-AZG,B772,Boeing,777-219ER,Boeing 777-219ER,0,Air Atlanta Europe,AAE,34376,2005
4D2013,9H-EUO,A320,Airbus,A320-214,Airbus A320-214,0,Eurowings Europe,EWL,3516,2008
4D2014,9H-EUM,A320,Airbus,A320-214,Airbus A320-214,0,Eurowings Europe,EWL,3121,2007
4D2016,9H-EHC,PC12,Pilatus,PC-12 NGX,Pilatus PC-12 NGX,0,Alliance Executive Jets,ALE,2285,
4D2017,9H-GVBJ,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,0,Flexjet Operations Malta,FJO,9252,2007
4D2018,9H-DINA,FA6X,Dassault,Falcon 6X,Dassault Falcon 6X,0,Albinati Aviation,ULC,7,2024
4D201A,9H-GAE,B738,Boeing,737-89M,Boeing 737-89M,0,AeroItalia,AEZ,40911,2010
4D201C,9H-VFQ,CL60,Bombardier,Challenger 605,Bombardier Challenger 605,0,Vistajet,VJT,5965,2014
4D201F,9H-WNR,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,12146,2024
4D2020,9H-WNS,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,12189,2024
4D2021,9H-WNT,A21N,Airbus,A321-271NX,Airbus A321-271NX,0,Wizz Air Malta,WMT,12228,2025
4D2029,9H-MATI,DH8D,Bombardier,Dash 8-400,Bombardier Dash 8-400,0,SkyAlps,SWU,4157,2024
4D202B,9H-FOR,B734,Boeing,737-4Q8,Boeing 737-4Q8,0,AeroItalia,AEZ,24706,1991
4D202D,9H-MAYA,DH8D,De Havilland Canada,Dash 8-400,De Havilland Canada Dash 8-400,0,SkyAlps,SWU,4248,2009
4D2030,9H-SLL,A321,Airbus,A321-231,Airbus A321-231,0,SmartLynx Malta,LYX,02255,2004
4D2038,9H-NEG,A20N,Airbus,A320-251N,Airbus A320-251N,0,KM Malta Airlines,KMM,12182,2024
