ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
E49260,PR-HID,TBM9,Daher,TBM-900,Daher TBM-900,1,Private,,1091,2015
E49374,PR-RDG,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500407,2017
E493CB,PR-FJV,P46T,Piper,PA-46-M500,Piper PA-46-M500,1,Private,,4697632,2018
E49439,PR-SMG,G150,Gulfstream Aerospace,G150,Gulfstream Aerospace G150,1,Private,,267,2008
E494A6,2858,E390,Embraer,EMB 390KC,Embraer EMB 390KC,0,Brazilian Air Force,BRS,390-00009,2023
E49502,PP-BLK,BE20,Textron Aviation,King Air 200GT,Textron Aviation King Air 200GT,1,Private,,BY-343,2018
E49522,PR-XMX,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Gol Transportes Aéreos,GLO,61586,2021
E49523,PR-XMW,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Gol Transportes Aéreos,GLO,60237,2021
E49524,PR-XMV,B737,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Gol Transportes Aéreos,GLO,61585,2021
E49539,PR-ANV,A339,Airbus,A330-941,Airbus A330-941,0,Azul Linhas Aéreas Brasileiras,AZU,1952,2020
E49565,PR-OMZ,SR22,Cirrus Design,SR22,Cirrus Design SR22,0,FlyUni,,3041,2008
E4958B,PP-IFF,EC45,Airbus Helicopters,H145,Airbus Helicopters H145,1,Private,,20040,2015
E495CE,PR-HVD,LJ75,Learjet,75,Learjet 75,1,Private,,45-477,2014
E4962C,PP-WYD,R66,Robinson,R66 Turbine,Robinson R66 Turbine,1,Private,,0930,2019
E4962E,PR-YJD,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,Azul Linhas Aéreas Brasileiras,AZU,10173,2021
E4967F,PS-AEI,E295,Embraer,E195-E2,Embraer E195-E2,0,Azul Linhas Aéreas Brasileiras,AZU,19020077,2022
E49686,PR-GEU,B737,Boeing,737-752,Boeing 737-752,0,Gol Transportes Aéreos,GLO,34295,2005
E49697,PR-XBG,A20N,Airbus,A320-271N,Airbus A320-271N,0,TAM Brazilian Airlines,TAM,11725,2023
E49698,PR-XBH,A20N,Airbus,A320-271N,Airbus A320-271N,0,TAM Brazilian Airlines,TAM,11597,2023
E49699,PR-YSH,A20N,Airbus,A320-251N,Airbus A320-251N,0,Azul Linhas Aéreas Brasileiras,AZU,10582,2021
E496E5,PS-CAT,GLF5,Gulfstream,G550,Gulfstream G550,1,Private,,5121,2006
E496F0,PR-AOY,A359,Airbus,A350-900,Airbus A350-900,0,Azul Linhas Aéreas Brasileiras,AZU,168,2017
E4972E,PS-BRE,BE20,Beechcraft,King Air 250,Beechcraft King Air 250,1,Private,,BY-392,2021
E49759,PS-TLA,B734,Boeing,737-45D(SF),Boeing 737-45D(SF),0,Total Linhas Aéreas,TTL,28753,1997
E49763,PR-TQC,A320,Airbus,A320-214,Airbus A320-214,0,LATAM Chile,LAN,4860,2011
E49764,PR-TQB,A320,Airbus,A320-214,Airbus A320-214,0,TAM Brazilian Airlines,TAM,4827,2011
E49766,PS-FAV,BE20,Hawker Beechcraft,King Air 250,Hawker Beechcraft King Air 250,1,Private,,BY-167,2013
E4977C,PS-CFA,BE20,Beech,King Air 260,Beech King Air 260,1,Private,,BY-404,
E4977D,PS-MIG,PAY2,Piper,Cheyenne IIXL,Piper Cheyenne IIXL,1,Private,,31T8166024,1981
E4978E,PS-FGT,GLF6,Gulfstream,G650ER,Gulfstream G650ER,1,Private,,6340,2018
E4979E,PR-SLI,B733,Boeing,737-375(BDSF),Boeing 737-375(BDSF),0,Sideral Linhas Aéreas,SID,23708,1987
E497A6,PS-CMP,G150,Gulfstream,G150,Gulfstream G150,1,Private,,245,2007
E497AE,PR-YJE,A21N,Airbus,A321-251NX(LR),Airbus A321-251NX(LR),0,Azul Linhas Aéreas Brasileiras,AZU,10542,2021
E497BE,PS-BDJ,GLF5,Gulfstream Aerospace,G550,Gulfstream Aerospace G550,1,Private,,5118,2006
