ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A5A10A,N462AA,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,American Airlines,AAL,11057,2022
A5A125,N462BC,TBM9,Daher,TBM-960,Daher TBM-960,1,Private,,1536,
A5A19C,N462FX,GLF4,Gulfstream Aerospace,G450,Gulfstream Aerospace G450,0,Flexjet,LXJ,4129,2008
A5A278,N462QS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,NetJets,EJA,50500719,2023
A5A2A2,N462SJ,BE40,Beech,400A Beechjet,Beech 400A Beechjet,1,Private,,RK-317,2001
A5A38E,N4621K,A333,Airbus,A330-343(P2F),Airbus A330-343(P2F),0,Hawaiian Airlines,HAL,1902,2018
A5A4C1,N463AA,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,American Airlines,AAL,11081,2022
A5A4CC,N463AM,H25B,Hawker Beechcraft,800XP,Hawker Beechcraft 800XP,1,Private,,258546,2001
A5A553,N463FX,GLF4,Gulfstream,G450,Gulfstream G450,0,Flexjet,LXJ,4182,2010
A5A62F,N463QS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,NetJets,EJA,50500748,2023
A5A659,N463SJ,BE40,Hawker Beechcraft,400XP,Hawker 400XP,1,Private,,RK-368,2004
A5A69B,N463V,C25B,Cessna,525B Citation CJ3,Cessna 525B Citation CJ3,0,Tradewind Aviation,GPD,525B-0376,2022
A5A878,N464AA,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,American Airlines,AAL,11127,2022
A5A99F,N464MW,S22T,Cirrus,SR22T,Cirrus SR22T,1,Private,,8593,2022
A5AC3B,N465AN,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,American Airlines,AAL,11153,2022
A5AC87,N465DP,P46T,Piper,PA46-500TP,Piper PA46-500TP,1,Private,,4697453,2011
A5ACC1,N465FX,GLF4,Gulfstream Aerospace,G450,Gulfstream Aerospace G450,1,Private,,4208,2010
A5AD48,N465MG,BE20,Beech,King Air 250,Beech King Air 250,1,Private,,BY-165,2013
A5AD90,N465QD,PC12,Pilatus,PC-12/45,Pilatus PC-12/45,0,Quest Diagnostics,LBQ,465,2023
A5ADA9,N465RD,F2TH,Dassault,Falcon 2000LX,Dassault Falcon 2000LX,1,Private,,420,2025
A5AE0C,N465VC,H25B,Hawker Beechcraft,850,Hawker 850,1,Private,,258800,
A5AE22,N465W,E50P,Embraer,Phenom 100,Embraer Phenom 100,1,Private,,50000215,
A5AFF2,N466AN,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,American Airlines,AAL,11175,2022
