ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
A5F09A,N482FX,GLF4,Gulfstream,G450,Gulfstream G450,0,Flexjet,LXJ,4072,2007
A5F10F,N482LP,PIVI,Pipistrel,Virus SW 121A,Pipistrel Virus SW 121A,1,Private,,VSWX121A0134,2023
A5F176,N482QS,E55P,Embraer,Phenom 300,Embraer Phenom 300,0,NetJets,EJA,50500817,2024
A5F18F,N482RS,E55P,Embraer,Phenom 300,Embraer Phenom 300,1,Private,,50500677,2022
A5F451,N483FX,GLF4,Gulfstream Aerospace,G450,Gulfstream Aerospace G450,0,Flexjet,LXJ,4289,2013
A5F808,N484FX,GLF4,Gulfstream,G450,Gulfstream G450,0,Flexjet,LXJ,4203,2010
A5FB8B,N485DV,SR22,Cirrus,SR-22,Cirrus SR-22,1,Private,,4473,2017
A5FBBF,N485FX,GLF4,Gulfstream,G450,Gulfstream G450,0,Flexjet,LXJ,4305,2013
A5FF6C,N486FM,E75L,Embraer,E175LR,Embraer E175LR,0,Intel Air Shuttle,HGT,17000339,2012
A5FF98,N486HF,E75S,Embraer,170-200LR-175LR,Embraer 170-200LR-175LR,0,Intel Air Shuttle,HGT,17000338,
