ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
7C7018,VH-WFE,BE58,Beech,G58 Baron,Beech G58 Baron,0,Mac Air Corporation,,TH-2146,2006
7C747F,VH-XAP,SR22,Cirrus,SR22,Cirrus SR22,1,Private,,2114,2006
7C752F,VH-XFL,E190,Embraer,E190LR,Embraer E190LR,0,Alliance Airlines,UTY,19000354,2010
7C764C,VH-XNI,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,4914,2011
7C764D,VH-XNJ,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5323,2012
7C7651,VH-XNN,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,4872,2011
7C7653,VH-XNP,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5708,2013
7C765A,VH-XNW,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5813,2013
7C76C4,VH-XQU,B763,Boeing,767-3JHF,Boeing 767-3JHF,0,Tasman Cargo Airlines,TMN,37806,2009
7C7770,VH-XVM,E190,Embraer,E190AR,Embraer E190AR,0,Alliance Airlines,UTY,19000112,2007
7C7772,VH-XVO,E190,Embraer,E190AR,Embraer E190AR,0,Alliance Airlines,UTY,19000119,2007
7C7776,VH-XVS,E190,Embraer,ERJ 190-100 IGW,Embraer ERJ 190-100 IGW,0,Alliance Airlines,UTY,19000062,2006
7C7777,VH-XVT,E190,Embraer,E190-100 IGW,Embraer E190-100 IGW,0,Alliance Airlines,UTY,19000072,2007
7C7778,VH-XVU,E190,Embraer,ERJ-190AR,Embraer ERJ-190AR,0,Alliance Airlines,UTY,19000078,2007
7C777B,VH-XVX,E190,Embraer,E190AR,Embraer E190AR,0,Alliance Airlines,UTY,19000081,2007
7C794F,VH-X8X,C25B,Cessna,525B Citation CJ3+,Cessna 525B Citation CJ3+,0,Navair,,525B0472,2015
7C7BC6,VH-YQG,B738,Boeing,737-8FE,Boeing 737-8FE,0,Virgin Australia,VOZ,40999,2012
7C7BC7,VH-YQH,B738,Boeing,737-8FE,Boeing 737-8FE,0,Virgin Australia,VOZ,41000,2012
7C7BCC,VH-YQM,B738,Boeing,737-8FE,Boeing 737-8FE,0,Virgin Australia,VOZ,41009,2013
7C7BCE,VH-YQO,B738,Boeing,737-8FE,Boeing 737-8FE,0,Virgin Australia,VOZ,41010,2013
7C7BD1,VH-YQR,B738,Boeing,737-8FE,Boeing 737-8FE,0,Virgin Australia,VOZ,41011,2013
7C7C2E,VH-YTC,DA40,Diamond Aircraft,DA40 Diamond Star,Diamond Aircraft DA40 Diamond Star,0,Flight Training Adelaide,,40.770,2007
7C7C39,VH-YTN,DA40,Diamond Aircraft,DA40 Diamond Star,Diamond Aircraft DA40 Diamond Star,0,Flight Training Adelaide,,40.769,2007
7C7CCC,VH-ZXW,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5796,2013
7C7CCE,VH-YXS,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5732,2013
7C7CCF,VH-YXT,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5940,2014
7C7CD0,VH-YXU,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5281,2012
7C7CD1,VH-YXV,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5598,2013
7C7CD2,VH-YXW,A320,Airbus,A320-232,Airbus A320-232,0,Jetstar Airways,JST,5796,2013
