ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
7C2920,VH-IEQ,C510,Cessna,510 Citation Mustang,Cessna 510 Citation Mustang,1,Private,,510-0462,2015
7C29D4,VH-IJQ,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44222,2014
7C29D8,VH-IJU,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44223,2014
7C29DA,VH-IJW,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44224,2014
7C2A68,VH-INU,B737,Boeing,737-79L,Boeing 737-79L,0,Nauru Airlines,RON,23684,1987
7C2AC0,VH-IQA,E190,Embraer,E190LR,Embraer E190LR,0,Cobham Aviation Services,JTE,19000616,2013
7C2AD8,VH-IQY,E190,Embraer,E190AR,Embraer E190AR,0,Cobham Aviation Services,JTE,19000087,2007
7C2BA8,VH-IWQ,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44225,2015
7C2BAF,VH-IWX,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44232,2016
7C2BB0,VH-IWY,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44233,2016
7C2BC5,VH-IXJ,B738,Boeing,737-8SA,Boeing 737-8SA,0,Virgin Australia,VOZ,44226,2015
7C2BEF,VH-IYP,DH8D,De Havilland Canada,DHC-8-400 Dash 8,De Havilland Canada DHC-8-400 Dash 8,0,Cobham Aviation Services,JTE,4530,2016
7C2BF6,VH-IYW,DH8D,De Havilland Canada,DHC-8-400 Dash 8,De Havilland Canada DHC-8-400 Dash 8,0,Cobham Aviation Services,JTE,4224,2008
7C2D9B,VH-JAL,BR60,Brumby Aviation,600 EXP-J,Brumby Aviation 600 EXP-J,1,Private,,00019,2008
7C2EB8,VH-JII,CL60,Bombardier,Challenger 604,Bombardier Challenger 604,1,Private,,5550,
