ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
7CAC2C,VH-8AM,B350,Beech,King Air 350C,Beech King Air 350C,0,NSW Ambulance,,FM-88,2020
7CAC2D,VH-8AN,PA46,Piper,PA-46-500TP Malibu Meridian,Piper PA-46-500TP Malibu Meridian,1,Private,,4697697,
7CACA9,VH-8D3,EC45,Airbus Helicopters,H145,Airbus Helicopters H145,0,Babcock Mission Critical Services,RHD,21074,2021
7CACC5,VH-8EV,EV97,Evektor,Harmony LSA,Evektor Harmony LSA,1,Private,,2022 2159,2022
7CAD43,VH-8ID,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Virgin Australia,VOZ,66638,2024
7CAD45,VH-8IF,B38M,Boeing,737 MAX 8,Boeing 737 MAX 8,0,Virgin Australia,VOZ,66647,2024
7CAD8F,VH-8KH,B738,Boeing,737-8SA,Boeing 737-8SA,0,Regional Express,RXA,44217,2014
7CADAC,VH-8LA,GL7T,Bombardier,Global 7500,Bombardier Global 7500,1,Private,,70145,2023
7CADD9,VH-8MJ,GLEX,Bombardier,Global Express XRS,Bombardier Global Express XRS,1,Private,,9385,2010
7CADE1,VH-8MR,GLEX,Bombardier,Global 6000,Bombardier Global 6000,1,Private,,9792,2017
7CAE4A,VH-8PO,BE20,Beech,King Air 260,Beech King Air 260,1,Private,,BY-498,2025
7CAEB4,VH-8SM,AT8T,Air Tractor,AT-802,Air Tractor AT-802,0,Aerotech Australasia,,802A-1022,2023
7CAF5C,VH-8XA,DH8D,De Havilland Canada,Dash 8-400,De Havilland Canada Dash 8-400,0,Nexus Airlines,,4444,2013
