ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
495037,CS-TAW,E195,Embraer,E195LR,Embraer E195LR,0,Portugalia,PGA,19000303,2010
495038,CS-TAX,E195,Embraer,E195LR,Embraer E195LR,0,Portugalia,PGA,19000344,2010
495039,CS-TAY,E195,Embraer,E195LR,Embraer E195LR,0,Portugalia,PGA,19000357,2010
495065,CS-TCE,A332,Airbus,A330-203,Airbus A330-203,0,Hi Fly,HFY,0925,2008
495066,CS-TCF,A339,Airbus,A330-941,Airbus A330-941,0,Orbest,OBS,1929,2019
495153,CS-TJS,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,12710,2025
495218,CS-TPX,E190,Embraer,190,Embraer 190,0,Portugalia,PGA,19000241,2009
495219,CS-TPY,E190,Embraer,E190AR,Embraer E190AR,0,Portugalia,PGA,19000242,2008
49521A,CS-TPZ,E190,Embraer,190,Embraer 190,0,Portugalia,PGA,19000295,2009
49526A,CS-TSJ,A21N,Airbus,A321-253NX,Airbus A321-253NX,0,Azores Airlines,RZO,10519,2021
49526B,CS-TSK,A20N,Airbus,A320-251N,Airbus A320-251N,0,Azores Airlines,RZO,11664,2023
49526D,CS-TSM,A20N,Airbus,A320-251N,Airbus A320-251N,0,Azores Airlines,RZO,11889,2024
495277,CS-TSW,B772,Boeing,777-243(ER),Boeing 777-243(ER),0,EuroAtlantic Airways,MMZ,32782,2003
495278,CS-TSX,B772,Boeing,777-243(ER),Boeing 777-243(ER),0,EuroAtlantic Airways,MMZ,32784,2004
495279,CS-TSY,A320,Airbus,A320-232,Airbus A320-232,0,White Airways,WHT,02430,2005
4952CA,CS-TVJ,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,10471,2021
4952CB,CS-TVK,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,10506,2021
4952CC,CS-TVL,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,11813,2023
4952CD,CS-TVM,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,12145,2024
4952CE,CS-TVN,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,12279,2024
4952CF,CS-TVO,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,12211,2024
4952D0,CS-TVP,A20N,Airbus,A320-251N,Airbus A320-251N,0,TAP Portugal,TAP,12635,2025
495308,CS-TXH,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,10311,2021
495309,CS-TXI,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,10617,2022
49530A,CS-TXJ,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,10461,2022
49530B,CS-TXK,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,11051,2022
49530C,CS-TXL,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,11182,2023
49530D,CS-TXM,A21N,Airbus,A321-251NX,Airbus A321-251NX,0,TAP Portugal,TAP,11304,2023
495CD0,CS-WFP,A333,Airbus,A330-343,Airbus A330-343,0,World2Fly Portugal,WPT,1097,2010
