ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
4911F4,CS-DOT,C25A,Cessna,525A Citation CJ2+,Cessna 525A Citation CJ2+,0,Valair-Aviaco,VVV,525A-0389,
491267,CS-DSG,GLEX,Bombardier,Global 6000,Bombardier Global 6000,0,Executive Jet Management Europe,JME,9843,2018
491470,CS-ECP,SIRA,Tecnam,P-2002-JF,Tecnam P-2002-JF,1,Private,,367,
491477,CS-ECW,P28A,Tecnam,P-2008 JC,Tecnam P-2008 JC,1,Private,,1220,
491492,CS-EDR,C152,Cessna,152,Cessna 152,0,Nortavia,,15282550,
491496,CS-EDV,C152,Cessna,152,Cessna 152,1,Private,,15282864,
491541,CS-EJA,C56X,Cessna,Citation XLS,Cessna Citation XLS,0,NetJets Europe,NJE,560-5520,2004
491673,CS-ESS,GL7T,Bombardier,Global 7500,Bombardier Global 7500,0,EJM Europe,,70068,2020
491D8A,CS-GLJ,GLEX,Bombardier,Global 6500,Bombardier Global 6500,0,NetJets Europe,NJE,60049,
491D8B,CS-GLK,GLEX,Bombardier,Global 6500,Bombardier Global 6500,0,NetJets Europe,NJE,60068,2022
