ICAO,Registration,ModelICAO,Manufacturer,Model,ManufacturerAndModel,IsPrivateOperator,Operator,AirlineCode,SerialNumber,YearBuilt
3DFB8E,D-HPNA,EXPL,McDonnell Douglas Helicopters,MD 900 Explorer,McDonnell Douglas Helicopters MD 900 Explorer,0,Polizeihubschrauberstaffel Niedersachsen,PPH,900-00059,1999
3DFB92,D-HPNE,EC35,Airbus Helicopters,EC135 P2+,Airbus Helicopters EC135 P2+,0,Polizeihubschrauberstaffel Niedersachsen,PPH,1183,2015
